product_id,product_name,category,sub_category,brand,model_no,color,size,weight_kg,cost_price,mrp,supplier_id,manufacture_date,expiry_date,warranty_months,is_returnable,is_active,created_date,updated_ts,source_system
PRD1034,Product_2237,Furniture,Small,Living&Co,M1793,Red,L,17.9,140.74,,,,invalid_date,12.0,,,,,PIM
PRD1017,,Kitchen,Premium,Other,,Black,L,2.29,,2201.48,SUP124,,2025-03-30,,N,N,,,
PRD1044,,Electronics,Large,Briscoe,M2293,,L,13.31,1285.92,961.35,,invalid_date,2024-01-14,36.0,Y,N,2024-03-22,,PIM
PRD1137,,Kitchen,Large,,,,L,10.91,1123.45,2410.51,,invalid_date,invalid_date,24.0,,,2024-07-06,invalid_ts,PIM
PRD1129,,Electronics,Small,,M3888,,M,2.28,131.89,2625.43,SUP140,,,24.0,,N,2024-07-27,invalid_ts,ERP
PRD1012,Product_2242,,,Other,M1875,,,,,1489.66,,invalid_date,2024-03-29,12.0,,N,invalid_date,2024-12-25 00:00:00,PIM
PRD1082,,Home,Premium,Other,,Black,,4.79,,,SUP13,,invalid_date,36.0,N,N,2024-04-30,2024-04-03 00:00:00,PIM
PRD1198,Product_2244,,Premium,,,,,,131.99,,SUP11,,,12.0,Y,,invalid_date,,ERP
PRD1123,,Electronics,Large,Other,,Black,M,,1082.69,2253.64,,,invalid_date,,Y,,invalid_date,invalid_ts,PIM
PRD1074,Product_2246,Home,,,M2599,White,L,,,,SUP65,invalid_date,invalid_date,12.0,,,,,
PRD1179,,,Large,Briscoe,,Black,L,15.32,174.65,,SUP48,invalid_date,,,,N,invalid_date,2025-06-16 00:00:00,ERP
PRD1172,,Kitchen,Small,Briscoe,,,M,7.8,,2308.69,SUP108,invalid_date,,36.0,,Y,invalid_date,invalid_ts,ERP
PRD1189,Product_2249,,Premium,Living&Co,M4344,Black,,14.7,91.07,,,,invalid_date,36.0,,,,invalid_ts,
PRD1119,,Electronics,Small,Living&Co,M2495,Black,L,,798.3,,,invalid_date,2025-01-05,12.0,N,,2025-10-27,invalid_ts,ERP
PRD1017,Product_2251,,,Briscoe,,Red,S,,1470.84,,SUP34,2025-08-23,,36.0,,,invalid_date,2024-12-25 00:00:00,ERP
PRD1014,Product_2252,,Premium,Other,,Red,M,,,2848.8,,invalid_date,,12.0,,,invalid_date,2025-08-18 00:00:00,ERP
PRD1115,,,Premium,,,Black,L,,853.53,,SUP146,invalid_date,,12.0,,Y,2025-07-27,2025-11-20 00:00:00,
PRD1046,Product_2254,Furniture,Small,Living&Co,M4062,Black,M,14.24,,,,2024-03-02,2025-06-11,36.0,N,Y,2025-02-21,2024-05-03 00:00:00,ERP
PRD1093,,Electronics,,Other,,Black,L,1.94,,2579.01,,,,24.0,Y,,2025-08-16,,PIM
PRD1107,Product_2256,Kitchen,Large,Other,,Red,,,968.7,,SUP158,invalid_date,2025-06-07,36.0,,Y,2024-06-09,2025-07-29 00:00:00,
PRD1005,,Electronics,Large,Living&Co,,,S,,,,,2024-12-21,invalid_date,36.0,,,2024-02-19,,
PRD1175,,,Large,Briscoe,M3528,Black,S,14.88,,805.03,,2024-04-10,,36.0,,Y,,invalid_ts,
PRD1046,,Home,Small,Briscoe,M1349,,L,1.85,810.95,,SUP107,invalid_date,,36.0,,,invalid_date,2024-12-19 00:00:00,ERP
PRD1182,,Kitchen,,Other,,Black,L,,561.84,2534.11,,2024-09-26,,,,,invalid_date,2025-08-16 00:00:00,
PRD1039,,,Small,,,Red,L,14.32,,1627.93,SUP25,,invalid_date,12.0,N,N,2024-03-03,2025-03-03 00:00:00,
PRD1176,,Kitchen,Premium,Other,M196,Red,L,18.46,,,SUP127,2025-09-06,,12.0,N,N,2024-09-30,2025-10-21 00:00:00,ERP
PRD1061,,Electronics,Premium,Briscoe,,White,S,13.48,318.74,,SUP199,2024-12-09,2024-05-03,12.0,,Y,2024-07-12,invalid_ts,
PRD1085,,Kitchen,Premium,,M3200,Black,,4.8,,,SUP99,invalid_date,invalid_date,,Y,,invalid_date,invalid_ts,ERP
PRD1040,,Home,Large,Living&Co,,,S,0.57,,,,invalid_date,2025-04-10,24.0,Y,Y,2025-04-08,invalid_ts,ERP
PRD1110,Product_2266,Electronics,Premium,,M2808,,,9.94,787.61,1483.16,SUP55,,,36.0,Y,Y,invalid_date,,ERP
PRD1154,,Furniture,Small,,M2723,Black,L,,,1635.84,,invalid_date,2024-03-24,36.0,N,N,invalid_date,2024-11-13 00:00:00,ERP
PRD1197,,Furniture,Large,,,Black,M,12.08,,,SUP40,,2024-04-30,24.0,,,invalid_date,invalid_ts,ERP
PRD1052,Product_2269,Electronics,Large,Other,M4521,White,S,1.97,,,SUP114,invalid_date,invalid_date,36.0,Y,Y,2025-09-24,2024-01-31 00:00:00,ERP
PRD1075,,,Premium,,,,S,14.19,,1883.97,SUP184,2025-07-25,invalid_date,24.0,N,,invalid_date,,ERP
PRD1031,Product_2271,Electronics,Small,Briscoe,,White,,9.84,597.01,,,2025-08-02,2024-08-30,,Y,N,invalid_date,invalid_ts,PIM
PRD1046,Product_2272,,Large,Other,M3217,Black,,,,2089.03,SUP166,,2025-08-04,,Y,Y,,,
PRD1045,Product_2273,Home,Premium,Briscoe,,,M,,,2436.32,SUP173,invalid_date,2024-11-08,36.0,N,,2024-03-07,2025-05-30 00:00:00,
PRD1016,Product_2274,Kitchen,Large,Briscoe,,,,,1342.64,,SUP145,2024-02-03,,12.0,Y,,,invalid_ts,ERP
PRD1092,Product_2275,,Large,Other,,White,M,,,480.2,,,invalid_date,36.0,,,invalid_date,2024-10-19 00:00:00,PIM
PRD1140,Product_2276,,Premium,Other,,Red,S,10.16,,,,2024-06-10,2025-03-30,36.0,N,Y,,2024-08-15 00:00:00,PIM
PRD1068,Product_2277,Kitchen,,Living&Co,,Black,,8.7,,,SUP199,2025-08-27,,12.0,Y,,2025-10-29,,ERP
PRD1038,Product_2278,Kitchen,Small,Living&Co,M4582,Red,S,8.07,,2503.56,SUP58,invalid_date,invalid_date,,,,,invalid_ts,ERP
PRD1110,,Furniture,Small,Briscoe,,Red,S,,,1889.18,,2024-07-20,invalid_date,12.0,N,Y,2025-11-18,2024-02-12 00:00:00,ERP
PRD1002,Product_2280,,Premium,Briscoe,M3264,White,L,,,1419.3,SUP164,,invalid_date,,N,,2024-06-19,,
PRD1097,Product_2281,Kitchen,Small,,,White,L,,783.68,,SUP118,,invalid_date,12.0,,N,2025-06-12,,ERP
PRD1080,,Kitchen,Large,Briscoe,,White,,16.51,1416.09,,SUP143,2024-10-03,,,N,N,2024-08-31,,
PRD1006,Product_2283,Kitchen,Large,,,Red,L,,1410.59,2677.9,SUP12,invalid_date,invalid_date,,,,,,PIM
PRD1036,Product_2284,Home,Small,Other,,Black,M,,758.23,966.42,SUP91,2024-04-04,2025-03-15,24.0,Y,,invalid_date,,ERP
PRD1164,Product_2285,Home,Premium,Living&Co,M1222,Black,M,,,,SUP36,,2024-06-05,24.0,,N,2024-05-14,2024-01-12 00:00:00,
PRD1101,Product_2286,Furniture,Small,Living&Co,M2548,White,,17.76,1052.27,860.88,SUP102,invalid_date,,12.0,Y,N,,,PIM
PRD1136,Product_2287,,Large,,,Black,S,17.22,,347.68,,invalid_date,2024-11-13,24.0,Y,,invalid_date,2024-08-28 00:00:00,ERP
PRD1078,Product_2288,,Small,,M96,Red,,,,,SUP34,2025-01-10,,12.0,,N,invalid_date,invalid_ts,
PRD1193,,Furniture,Large,Other,M555,Red,L,18.56,,1015.13,SUP198,,2024-08-19,36.0,N,Y,,,PIM
PRD1169,Product_2290,Electronics,,,,Red,M,,507.56,485.9,SUP66,2024-08-02,2024-07-05,36.0,,Y,2024-07-23,2024-01-07 00:00:00,PIM
PRD1188,Product_2291,Furniture,Premium,Other,,Red,M,,304.28,1214.5,,2025-10-08,invalid_date,,N,Y,,,ERP
PRD1069,,Furniture,Premium,Living&Co,,Red,,,305.3,1543.8,SUP43,,2024-12-21,36.0,,N,invalid_date,2025-05-02 00:00:00,ERP
PRD1129,,Home,Premium,Other,,,M,,,1102.94,SUP46,2024-02-24,,36.0,Y,,,2024-02-04 00:00:00,PIM
PRD1040,,Kitchen,,Briscoe,,,M,,,,SUP190,invalid_date,,,,,invalid_date,2025-09-14 00:00:00,PIM
PRD1186,Product_2295,Kitchen,,Briscoe,M3527,,S,,953.56,1064.68,,2025-02-03,,24.0,N,,,2025-08-10 00:00:00,
PRD1200,Product_2296,,Premium,Living&Co,,White,L,5.18,,,,invalid_date,,36.0,Y,,invalid_date,2025-08-22 00:00:00,PIM
PRD1120,Product_2297,Home,Small,,M4322,Black,S,,,,,,,,N,Y,,invalid_ts,PIM
PRD1096,Product_2298,,Large,Briscoe,,Red,L,,,,SUP116,2024-05-15,2025-09-02,12.0,N,N,invalid_date,invalid_ts,PIM
PRD1048,,Furniture,Premium,Other,,Red,L,14.07,227.57,,SUP133,2024-05-01,2024-02-29,24.0,N,Y,2024-03-30,invalid_ts,PIM
PRD1039,,Electronics,Premium,Other,M2199,Black,M,,730.53,1015.0,SUP85,,invalid_date,,,Y,,invalid_ts,
PRD1085,,Kitchen,Premium,Living&Co,,Black,L,13.88,,,SUP39,,2025-01-13,,,,2024-11-18,invalid_ts,ERP
PRD1187,,,Small,,M1812,,L,13.92,,963.08,SUP85,2024-04-23,,,N,,invalid_date,invalid_ts,ERP
PRD1116,Product_2303,Home,,Living&Co,M3299,Red,L,,,,SUP31,2024-01-03,invalid_date,36.0,Y,Y,2025-08-20,invalid_ts,
PRD1113,,Furniture,,Briscoe,,Red,L,4.66,312.78,,,,,36.0,,,2024-09-20,2025-05-07 00:00:00,ERP
PRD1099,,Electronics,Large,,,Black,S,,428.33,,,,,24.0,,Y,,2024-06-21 00:00:00,
PRD1048,,Furniture,Large,Briscoe,,,S,19.23,,2207.08,SUP18,2024-01-16,2024-12-15,,N,,,invalid_ts,PIM
PRD1097,Product_2307,Furniture,Large,Other,M4988,,L,,1103.35,2139.03,,,invalid_date,,Y,,invalid_date,invalid_ts,
PRD1013,,Electronics,,,,White,M,12.16,,875.29,SUP34,2024-02-17,,36.0,N,,2024-10-02,,ERP
PRD1023,Product_2309,Furniture,Small,Other,M1293,White,,,1336.88,,,,invalid_date,24.0,,,,2025-01-30 00:00:00,
PRD1124,,Furniture,Large,Other,M4753,White,S,,1224.03,1453.98,SUP131,2024-03-07,invalid_date,12.0,N,,2024-06-23,,PIM
PRD1128,,,,Briscoe,,White,S,12.58,546.58,325.51,SUP27,2024-09-12,,12.0,,Y,,2025-11-15 00:00:00,
PRD1130,Product_2312,Home,Large,Living&Co,M3911,Black,M,14.17,,725.06,,2025-08-19,2024-12-14,24.0,Y,N,invalid_date,,PIM
PRD1028,,,,Briscoe,M3238,Black,L,,193.48,,SUP32,,2024-07-19,12.0,N,N,,invalid_ts,
PRD1112,,Kitchen,Small,Living&Co,M3248,,M,12.1,,531.77,SUP139,,,24.0,Y,Y,invalid_date,,
PRD1056,Product_2315,Kitchen,Small,Briscoe,,Black,L,18.59,,2640.0,SUP7,,2024-04-29,24.0,N,,invalid_date,invalid_ts,PIM
PRD1173,Product_2316,Home,Premium,Briscoe,,Red,S,,387.62,702.77,SUP97,invalid_date,,24.0,N,N,2025-10-01,,
PRD1084,,Furniture,,Other,M1749,White,M,1.48,1212.35,292.73,,2025-09-11,invalid_date,24.0,Y,,invalid_date,invalid_ts,PIM
PRD1072,,Electronics,,Other,,White,L,7.86,,,,,,,N,Y,,,ERP
PRD1025,Product_2319,Electronics,Premium,Living&Co,M2271,White,M,,382.21,1087.03,SUP189,invalid_date,invalid_date,12.0,,N,2024-06-30,invalid_ts,PIM
PRD1012,,Home,Small,Living&Co,,Red,M,,1031.76,2367.36,,invalid_date,invalid_date,12.0,Y,Y,invalid_date,2025-07-08 00:00:00,ERP
PRD1027,Product_2321,Home,,Other,,,L,,,,SUP79,,,12.0,Y,,2025-06-25,invalid_ts,
PRD1127,,Home,Large,Living&Co,,White,,,311.99,1461.15,,invalid_date,invalid_date,36.0,N,,2025-07-11,2024-01-25 00:00:00,
PRD1142,Product_2323,Home,,,M4894,Red,,,,,,,invalid_date,,N,N,,,ERP
PRD1187,Product_2324,Furniture,Premium,Living&Co,,White,M,16.04,1441.24,,,2024-04-08,,36.0,Y,N,,invalid_ts,ERP
PRD1079,Product_2325,Electronics,Small,Briscoe,M2373,,L,,,,,,2024-09-05,,,,,2025-04-10 00:00:00,
PRD1055,,Home,Large,Living&Co,,Red,M,1.56,,,SUP61,2024-10-07,invalid_date,,N,,invalid_date,invalid_ts,
PRD1044,Product_2327,Electronics,Small,Briscoe,,Black,,,,,SUP62,invalid_date,2025-03-26,,Y,N,,2024-03-17 00:00:00,PIM
PRD1186,Product_2328,Furniture,Premium,Other,M3629,Red,L,19.16,,447.93,,,2024-04-07,12.0,Y,Y,,invalid_ts,
PRD1123,Product_2329,Furniture,Premium,Briscoe,M3176,White,S,,,,,2025-06-05,invalid_date,,N,N,,,ERP
PRD1048,Product_2330,Electronics,Premium,Living&Co,,Black,M,,,,,,,,N,Y,invalid_date,2024-05-06 00:00:00,PIM
PRD1131,Product_2331,Furniture,,Briscoe,,,S,15.67,209.46,114.47,,,,,N,N,invalid_date,invalid_ts,ERP
PRD1113,,Home,Premium,Other,M686,Red,S,2.12,,,SUP163,invalid_date,2024-10-05,24.0,N,N,,,ERP
PRD1129,Product_2333,Kitchen,Small,Briscoe,M4802,Red,L,5.37,532.2,,,invalid_date,,,Y,Y,,invalid_ts,PIM
PRD1031,Product_2334,,Premium,Briscoe,,Red,L,6.42,,,SUP180,invalid_date,2024-07-20,12.0,N,Y,2025-05-11,invalid_ts,PIM
PRD1188,,Home,Large,Living&Co,M4231,Black,M,7.59,886.85,,,,2024-01-05,36.0,N,N,2025-06-01,,PIM
PRD1100,,Furniture,,Briscoe,,Red,,,650.83,779.26,SUP175,,2025-04-24,12.0,,N,2025-03-25,invalid_ts,
PRD1070,,Home,,Briscoe,,Black,,,,,,2024-10-27,,,Y,Y,invalid_date,2024-04-06 00:00:00,
PRD1031,,,Small,Briscoe,,Black,,2.85,,2696.26,,,invalid_date,24.0,N,Y,invalid_date,invalid_ts,
PRD1079,Product_2339,Home,,Living&Co,M1139,,,,,2412.45,,invalid_date,,36.0,Y,Y,,2024-10-23 00:00:00,PIM
PRD1160,Product_2340,Furniture,,Living&Co,M4276,Red,,,,,,invalid_date,,,Y,N,,,
PRD1188,Product_2341,Electronics,Premium,Other,M3337,Black,M,,,,,,2025-07-09,24.0,,N,2025-01-03,,
PRD1029,Product_2342,Home,,Briscoe,M1520,White,L,,,192.4,SUP180,,2024-09-17,,,N,,,PIM
PRD1196,,Kitchen,,,M2536,Black,,,,,,,invalid_date,24.0,Y,N,,2024-09-20 00:00:00,ERP
PRD1184,Product_2344,Electronics,,Briscoe,,Black,S,1.75,260.89,,,invalid_date,,36.0,,,,,PIM
PRD1076,,,,Briscoe,M4868,,S,1.85,983.29,1431.72,,2024-10-18,invalid_date,,,N,invalid_date,,
PRD1051,,,,Living&Co,,Red,S,11.11,,833.94,,2024-09-28,invalid_date,12.0,,N,2025-06-21,2024-01-03 00:00:00,
PRD1130,Product_2347,Home,Large,Other,,Black,,,,834.27,,2024-07-23,2024-11-05,12.0,N,N,2025-03-13,,ERP
PRD1112,Product_2348,Kitchen,Premium,,M4483,White,L,,,1047.42,,,,36.0,,,,2024-02-23 00:00:00,
PRD1193,,Electronics,,Briscoe,M158,Black,S,,879.29,,,invalid_date,2024-11-26,24.0,,Y,,invalid_ts,PIM
PRD1185,Product_2350,Home,Small,Other,M581,White,L,,1310.69,2223.9,SUP8,,invalid_date,,N,N,2024-08-06,2025-03-24 00:00:00,ERP
PRD1165,Product_2351,,,Living&Co,,White,S,13.7,1112.54,,,2024-05-04,2025-08-09,24.0,Y,Y,2025-07-26,2025-01-13 00:00:00,ERP
PRD1162,,Home,,Living&Co,M2056,Black,M,19.3,1277.8,896.37,,2024-05-10,2025-07-25,24.0,N,,,,PIM
PRD1060,,Furniture,,Other,,,L,,,2900.42,,2024-10-27,2025-02-05,12.0,,,2024-01-16,invalid_ts,
PRD1015,Product_2354,Electronics,Small,Briscoe,,,L,4.73,594.14,,,2025-09-26,,36.0,N,Y,invalid_date,invalid_ts,ERP
PRD1183,Product_2355,Furniture,Small,Briscoe,M1250,,M,15.58,,1316.49,,,,,,Y,invalid_date,invalid_ts,PIM
PRD1138,Product_2356,,,,,Black,M,13.33,200.95,982.54,SUP135,2025-06-30,invalid_date,,,Y,2025-04-20,,
PRD1013,,Kitchen,Small,Other,,White,S,2.49,,2871.41,,,2025-02-01,24.0,N,,,,PIM
PRD1108,,Home,Premium,Briscoe,,Red,M,,,,SUP15,2024-08-28,,24.0,N,N,invalid_date,,ERP
PRD1030,,Home,Small,Living&Co,M1265,White,M,,,,SUP22,,,12.0,N,Y,invalid_date,invalid_ts,PIM
PRD1199,,,Premium,,,,M,,,,SUP29,,,,Y,Y,,,ERP
PRD1079,,Furniture,Large,Briscoe,M2709,,M,,1276.85,,SUP144,,invalid_date,24.0,N,Y,invalid_date,,PIM
PRD1090,Product_2362,Furniture,Premium,Other,M530,Red,S,,219.91,,SUP107,,invalid_date,,Y,,invalid_date,invalid_ts,PIM
PRD1126,Product_2363,,,Living&Co,,Red,M,6.8,,925.49,,,,12.0,,N,,invalid_ts,
PRD1180,,Furniture,Small,,,White,L,4.18,591.25,373.9,,2024-02-16,invalid_date,24.0,,,invalid_date,invalid_ts,ERP
PRD1101,Product_2365,Furniture,,,,,M,,,2194.02,,invalid_date,,,,,invalid_date,,ERP
PRD1093,Product_2366,Home,,Living&Co,,Red,S,18.0,1136.66,1350.03,,invalid_date,invalid_date,,N,N,2024-01-17,,
PRD1177,Product_2367,Furniture,Premium,Living&Co,M1260,Black,M,2.95,,1854.9,,invalid_date,invalid_date,,N,N,,invalid_ts,PIM
PRD1023,,Electronics,Large,Briscoe,,Black,S,,,578.31,SUP196,2025-07-08,,,N,Y,2024-04-29,2024-08-14 00:00:00,PIM
PRD1076,Product_2369,Kitchen,,Briscoe,M1398,Red,,15.94,549.21,330.5,,2025-11-13,2025-05-15,,,N,,invalid_ts,ERP
PRD1162,Product_2370,Furniture,,Other,M2714,White,L,11.79,1311.89,2860.61,,2024-03-12,,36.0,Y,Y,2025-09-03,invalid_ts,PIM
PRD1189,Product_2371,Electronics,Premium,Living&Co,M3647,White,,,,,SUP152,,2025-10-19,36.0,N,,,,PIM
PRD1154,,Home,Large,Other,M4146,White,S,,1093.4,,SUP69,invalid_date,invalid_date,36.0,N,,invalid_date,,PIM
PRD1156,Product_2373,Furniture,Premium,Briscoe,,Black,M,13.05,,,SUP68,invalid_date,,,N,Y,invalid_date,invalid_ts,PIM
PRD1021,Product_2374,Home,Large,Briscoe,M2826,Black,S,3.49,1151.31,,SUP43,2024-08-22,2024-04-06,,,N,2025-02-13,invalid_ts,ERP
PRD1026,,Electronics,,Other,,Red,S,,,874.34,,,2025-08-27,12.0,,,,,ERP
PRD1104,,Home,Small,,M3830,White,S,,78.19,,SUP67,2025-04-05,,12.0,N,Y,2025-05-10,2024-08-23 00:00:00,
PRD1038,Product_2377,,Small,Living&Co,,Black,L,,1203.2,1352.49,,invalid_date,invalid_date,36.0,,N,,,
PRD1059,,Furniture,Large,,M2663,White,L,,,,,2024-10-17,2025-11-19,12.0,Y,N,2024-04-17,invalid_ts,
PRD1085,Product_2379,Home,Premium,Other,,Red,S,15.9,,,SUP50,invalid_date,2024-03-04,,N,,invalid_date,invalid_ts,ERP
PRD1001,Product_2380,Furniture,Small,Briscoe,M4124,,M,16.51,449.35,,,,invalid_date,24.0,Y,,invalid_date,2024-01-28 00:00:00,
PRD1162,Product_2381,,,,M567,Black,,,,,SUP15,invalid_date,2025-08-31,24.0,N,,,,
PRD1090,,Furniture,Premium,,M3821,,M,,176.78,,SUP107,,,12.0,N,N,,2024-06-22 00:00:00,ERP
PRD1054,,Home,Premium,Other,M3561,Red,M,,,1566.12,,,invalid_date,12.0,N,N,,,
PRD1030,Product_2384,Furniture,,Other,,,,,677.75,,,2025-05-26,2024-10-04,12.0,N,N,invalid_date,invalid_ts,ERP
PRD1193,Product_2385,Home,,Living&Co,,,,,,2958.78,SUP7,2025-03-03,invalid_date,,Y,,2025-03-17,2024-04-07 00:00:00,
PRD1085,Product_2386,Kitchen,Small,Briscoe,,White,,2.64,561.4,,,invalid_date,2024-10-28,12.0,Y,,,invalid_ts,ERP
PRD1123,Product_2387,Furniture,Small,Briscoe,M727,White,M,,788.23,,SUP176,2024-02-23,,12.0,N,Y,2025-11-13,2024-12-06 00:00:00,ERP
PRD1096,Product_2388,Furniture,Small,Other,,White,L,11.29,337.49,,,2024-07-09,2024-08-06,,Y,Y,,,ERP
PRD1040,,Kitchen,Large,Living&Co,M2704,White,M,,654.39,,SUP43,2025-04-07,invalid_date,12.0,Y,Y,,2024-02-19 00:00:00,ERP
PRD1163,Product_2390,,Premium,Other,M3717,White,,4.78,,,,invalid_date,2024-08-29,36.0,Y,,,,ERP
PRD1116,,,,Living&Co,,,,9.54,839.07,,,2025-10-13,2025-11-19,,Y,N,2025-01-21,,PIM
PRD1052,Product_2392,Home,,,M4699,Black,L,6.41,,374.96,,2024-07-13,2024-01-03,12.0,Y,,,,
PRD1031,,Electronics,,Other,M2103,White,S,,682.58,,,,,,N,,invalid_date,,ERP
PRD1056,,Furniture,Premium,Living&Co,M1590,Black,,,310.6,,SUP15,invalid_date,invalid_date,12.0,,N,,,
PRD1040,Product_2395,Home,Premium,,M3569,White,L,,572.31,,,invalid_date,,24.0,,N,2024-06-28,,PIM
PRD1159,Product_2396,Electronics,Premium,Living&Co,,Black,,,,1066.31,SUP189,invalid_date,,36.0,N,,,,ERP
PRD1043,Product_2397,,,Living&Co,,,,16.66,,1307.52,,invalid_date,2025-11-12,36.0,Y,N,invalid_date,invalid_ts,PIM
PRD1199,,Furniture,Premium,Other,M577,,,16.0,1382.86,1815.8,,2024-01-03,2024-08-29,36.0,Y,N,invalid_date,invalid_ts,PIM
PRD1036,Product_2399,Furniture,Large,Briscoe,M4609,,M,11.13,,746.94,,,invalid_date,24.0,N,,invalid_date,invalid_ts,ERP
PRD1176,Product_2400,Furniture,Small,Briscoe,M3580,White,,9.23,1269.91,228.68,,,2025-04-12,24.0,Y,N,,2024-09-15 00:00:00,PIM
PRD1193,Product_2401,Home,,,M1162,White,L,15.5,,1507.48,SUP106,,,36.0,N,Y,2025-08-09,invalid_ts,
PRD1076,Product_2402,Furniture,Premium,Living&Co,M2868,Black,S,,667.54,1956.75,,invalid_date,2025-07-24,24.0,Y,Y,invalid_date,,ERP
PRD1012,,Kitchen,,Living&Co,M2877,,L,,,1175.9,SUP78,2025-08-21,2024-03-20,24.0,,,2024-05-14,,PIM
PRD1148,,Kitchen,Large,Living&Co,,,,7.83,,,,,,12.0,N,N,2025-04-10,invalid_ts,PIM
PRD1181,Product_2405,Home,Large,,M1674,Red,S,,1189.55,,SUP26,,invalid_date,12.0,N,N,invalid_date,,PIM
PRD1128,,Kitchen,Large,,M4966,Red,L,,,1410.7,SUP47,2025-03-29,,12.0,Y,N,2024-12-25,,ERP
PRD1059,Product_2407,Kitchen,Large,Briscoe,M4927,White,,9.47,1354.9,,SUP77,invalid_date,invalid_date,,,,,invalid_ts,PIM
PRD1053,,Kitchen,Small,Living&Co,M3949,Black,,,363.28,,SUP152,invalid_date,2025-11-13,12.0,N,N,invalid_date,invalid_ts,ERP
PRD1183,Product_2409,,,Other,,Red,S,,1074.57,1806.6,SUP59,invalid_date,invalid_date,24.0,Y,Y,2025-11-06,invalid_ts,
PRD1115,,Kitchen,Large,,M3879,Black,M,,,1998.52,,invalid_date,2025-07-18,,N,,2024-09-13,,
PRD1005,,Home,Small,Briscoe,,Red,S,,,,SUP194,invalid_date,,12.0,,Y,2025-10-12,2024-01-04 00:00:00,
PRD1035,Product_2412,Furniture,Small,Other,,Black,,3.71,,,SUP117,invalid_date,invalid_date,24.0,Y,Y,invalid_date,,
PRD1081,,Kitchen,,Other,M4762,Red,L,,1361.47,1029.69,,invalid_date,,36.0,N,,,,
PRD1021,Product_2414,Electronics,Large,Other,,Red,M,,238.84,944.23,,,,24.0,,N,2024-06-01,invalid_ts,
PRD1101,,Kitchen,Small,,M3063,White,S,2.92,1364.04,,SUP168,,2024-08-08,36.0,,,invalid_date,invalid_ts,ERP
PRD1004,Product_2416,Furniture,Premium,Other,,Black,M,15.89,,,SUP103,invalid_date,2024-12-12,24.0,N,Y,2024-02-28,invalid_ts,PIM
PRD1004,,Kitchen,,Briscoe,M146,Red,,,,2857.24,,invalid_date,,24.0,,,2025-10-20,invalid_ts,
PRD1030,,Home,Premium,Living&Co,,,M,17.52,284.09,,SUP118,2024-09-22,2024-12-13,,,,invalid_date,2024-02-04 00:00:00,PIM
PRD1005,Product_2419,Kitchen,,Other,,White,S,,277.73,,,,invalid_date,36.0,N,Y,,2024-01-12 00:00:00,ERP
PRD1018,,Home,,Other,,,L,4.2,,1292.09,,invalid_date,invalid_date,,,N,,,PIM
PRD1030,Product_2421,Electronics,Large,Other,M1300,White,S,3.56,,,SUP63,,2025-10-27,,N,Y,invalid_date,2024-07-08 00:00:00,ERP
PRD1174,,Home,Large,Briscoe,,Red,L,,,,,invalid_date,2025-03-25,12.0,,N,,,
PRD1074,Product_2423,Electronics,Premium,Living&Co,,Black,L,,,2500.45,SUP93,,,,N,Y,2025-10-10,invalid_ts,PIM
PRD1023,,,Large,,M1751,Red,M,,884.7,2380.96,,2024-05-19,2024-01-31,12.0,N,Y,,,
PRD1050,Product_2425,Kitchen,,Living&Co,M1922,White,,,524.92,,SUP83,2024-02-21,invalid_date,,N,Y,,invalid_ts,
PRD1145,,,Premium,Other,,White,S,6.28,,,,,,36.0,,N,2024-04-20,,PIM
PRD1141,Product_2427,Home,Large,Living&Co,,,M,,,1959.7,,,invalid_date,24.0,Y,,,2024-05-06 00:00:00,ERP
PRD1053,,,Large,,,Red,M,,,2572.53,,invalid_date,invalid_date,12.0,Y,N,invalid_date,invalid_ts,
PRD1143,Product_2429,Home,Large,Living&Co,,White,L,15.59,569.85,2026.29,,invalid_date,2025-09-11,24.0,,,,,
PRD1119,,Home,Large,Living&Co,M67,White,S,16.44,996.69,,,,2025-10-12,24.0,N,Y,invalid_date,2025-03-21 00:00:00,
PRD1001,,Home,Large,Living&Co,,White,S,,1183.58,325.81,SUP95,,invalid_date,36.0,,N,invalid_date,invalid_ts,PIM
PRD1156,,Furniture,Small,,,Black,,,1062.84,,SUP113,invalid_date,invalid_date,24.0,,N,,,PIM
PRD1118,Product_2433,Furniture,Large,,,Black,S,,,240.36,SUP43,,,,N,,2024-05-18,,PIM
PRD1136,,Home,Large,Other,,White,M,,179.09,1273.94,SUP174,,invalid_date,12.0,,Y,,2025-04-28 00:00:00,ERP
PRD1080,,Electronics,Premium,Living&Co,,,L,,916.02,2702.12,,invalid_date,invalid_date,12.0,,N,invalid_date,,PIM
PRD1022,Product_2436,Home,,Living&Co,M1588,,L,2.4,,1849.98,SUP60,invalid_date,,,Y,N,invalid_date,invalid_ts,
PRD1053,Product_2437,,Premium,,,White,,,,1919.22,,invalid_date,,,,N,,2024-04-01 00:00:00,ERP
PRD1050,,Home,Premium,,,White,M,4.32,,945.2,,,invalid_date,36.0,Y,,2024-05-01,,ERP
PRD1018,Product_2439,,Large,Other,M2397,Black,L,17.94,564.37,,,,,12.0,N,,invalid_date,invalid_ts,ERP
PRD1092,,Home,,Living&Co,M2515,Black,S,,285.45,,,2025-10-04,invalid_date,,Y,Y,2025-05-13,2024-06-20 00:00:00,
PRD1028,,Furniture,Small,,M1497,,S,,,2394.38,,,2024-11-26,24.0,Y,N,,,
