transaction_id,store_id,terminal_id,product_id,quantity,unit_price,discount,tax,payment_type,currency,promo_code,cashier_id,is_return,return_reason,channel,gross_amount,net_amount,transaction_ts,load_date,source_system
TXN001989,,T5,PRD1172,-2.0,,,151.51,CASH,AUD,SALE10,EMP72,Y,,,,3953.08,2025-10-18 00:00:00,invalid_date,OMS
TXN004848,,T4,PRD1033,-2.0,1265.33,,,UPI,,,EMP293,N,DAMAGED,ONLINE,4373.58,,2024-06-04 00:00:00,,
TXN006795,STR018,T4,PRD1069,1.0,805.65,,,UPI,,,,N,DAMAGED,ONLINE,,230.27,,invalid_date,POS
TXN001093,STR023,T2,,,1009.73,,123.97,CARD,AUD,DISC20,EMP55,Y,DAMAGED,,,4337.15,,invalid_date,OMS
TXN001420,,,PRD1087,-2.0,,,184.73,WALLET,NZD,DISC20,,,CANCELLED,,,4173.37,invalid_ts,invalid_date,POS
TXN006276,STR004,T3,PRD1030,3.0,,33.27,220.16,WALLET,AUD,,EMP40,Y,DAMAGED,ONLINE,742.18,2014.71,2025-06-05 00:00:00,2024-12-27,
TXN000797,STR009,,PRD1009,-2.0,,204.95,,WALLET,,SALE10,,N,DAMAGED,,,,2024-05-28 00:00:00,,POS
TXN002257,STR010,T5,,4.0,,45.12,,,,,,,CANCELLED,STORE,4262.63,,2025-08-21 00:00:00,invalid_date,OMS
TXN005898,,T3,PRD1178,5.0,,,264.47,,,SALE10,EMP464,Y,CANCELLED,STORE,2635.15,845.7,2024-12-14 00:00:00,,OMS
TXN006240,STR015,,PRD1189,,888.3,,7.09,CASH,NZD,DISC20,,,DAMAGED,ONLINE,,,,invalid_date,
TXN007990,,,,-2.0,2936.84,,,WALLET,AUD,,EMP263,,DAMAGED,STORE,2956.52,2149.71,2025-08-31 00:00:00,,OMS
TXN003688,STR005,,PRD1095,-2.0,,95.75,,,AUD,DISC20,,,CANCELLED,STORE,1651.27,4117.41,2024-11-21 00:00:00,invalid_date,POS
TXN001465,STR017,T2,,-2.0,2503.6,,67.28,CASH,NZD,,,Y,DAMAGED,STORE,,,invalid_ts,,OMS
TXN003181,,,PRD1111,3.0,692.21,,217.56,CASH,,DISC20,EMP87,N,CANCELLED,,4411.61,,invalid_ts,,OMS
TXN000424,STR012,T2,,-2.0,,,104.76,,AUD,DISC20,,N,,STORE,,4297.5,2024-02-04 00:00:00,invalid_date,POS
TXN005031,STR013,,PRD1024,,2407.64,,20.67,UPI,AUD,,EMP368,Y,,STORE,1023.23,,,2025-01-18,OMS
TXN005606,STR029,,,4.0,1167.09,,230.68,UPI,AUD,,,N,CANCELLED,STORE,1157.56,3567.09,,2025-03-23,
TXN004767,STR011,T4,PRD1144,,,,98.82,UPI,NZD,SALE10,,N,CANCELLED,ONLINE,,4588.38,invalid_ts,2024-12-18,
TXN006291,,,,1.0,,,90.03,,,,EMP480,Y,CANCELLED,ONLINE,,862.67,2025-08-01 00:00:00,,POS
TXN000715,STR029,T3,,,,,63.17,CASH,NZD,,,Y,,,,467.39,2024-10-01 00:00:00,,
TXN005530,,,,,1376.57,,,,AUD,,EMP293,N,DAMAGED,,,,invalid_ts,invalid_date,OMS
TXN007846,,T2,PRD1147,4.0,,158.87,,UPI,,DISC20,EMP34,,,ONLINE,,3871.29,,2025-11-10,
TXN002320,STR019,,PRD1002,-2.0,1919.65,,,CASH,,,,Y,DAMAGED,STORE,,2344.32,2025-07-30 00:00:00,invalid_date,OMS
TXN003660,,,,1.0,1102.72,,,,,SALE10,,,CANCELLED,ONLINE,,,invalid_ts,2024-04-11,
TXN003306,,T2,,,506.07,95.93,152.1,,NZD,DISC20,,N,,ONLINE,,2606.69,,2024-10-12,POS
TXN003618,,T2,,,541.83,286.63,177.39,CASH,AUD,SALE10,EMP123,N,,,,,2025-01-25 00:00:00,2024-08-11,POS
TXN000060,STR003,T3,,3.0,732.73,291.26,,CARD,NZD,,,Y,CANCELLED,STORE,4250.34,,2025-02-07 00:00:00,invalid_date,POS
TXN000392,,T2,,,,107.52,,CASH,AUD,DISC20,EMP318,N,,STORE,1816.9,,2024-04-30 00:00:00,,
TXN004002,,,,-2.0,1605.21,,210.87,UPI,AUD,SALE10,EMP375,Y,DAMAGED,ONLINE,,,invalid_ts,invalid_date,OMS
TXN002520,STR020,T3,,,2875.48,263.88,239.51,CASH,NZD,SALE10,EMP74,N,DAMAGED,STORE,,3916.58,,2025-06-04,OMS
TXN003895,STR017,T5,,,,,235.79,,,DISC20,EMP89,N,,ONLINE,257.82,3037.57,invalid_ts,,
TXN002007,,T2,PRD1008,,2258.78,77.63,212.78,WALLET,AUD,DISC20,EMP290,N,DAMAGED,STORE,1416.12,840.02,2025-03-07 00:00:00,,OMS
TXN007207,STR006,,PRD1135,,914.91,78.33,,UPI,AUD,DISC20,EMP83,,DAMAGED,,,2323.57,invalid_ts,,POS
TXN003585,STR027,,,1.0,,,,CASH,AUD,SALE10,,N,,ONLINE,,,2025-07-30 00:00:00,2025-05-24,POS
TXN007766,,,PRD1127,,1241.57,,,UPI,AUD,,,Y,DAMAGED,,2019.9,4681.48,,invalid_date,OMS
TXN000057,,T3,PRD1097,,,,217.7,UPI,AUD,SALE10,,Y,,,1319.37,,,,POS
TXN000736,,T5,PRD1070,,707.39,239.74,,,AUD,SALE10,EMP129,Y,CANCELLED,STORE,2705.06,,invalid_ts,,OMS
TXN007178,,,PRD1052,,1764.21,,,UPI,NZD,,,Y,,,1845.63,,2024-11-26 00:00:00,,OMS
TXN005036,,,PRD1101,,,230.14,,WALLET,AUD,SALE10,,Y,,STORE,,3853.19,,,POS
TXN004342,,,PRD1045,-2.0,,235.73,248.83,,AUD,DISC20,EMP318,N,CANCELLED,,,,,2024-03-14,OMS
TXN000500,STR008,,PRD1175,-2.0,,177.7,,WALLET,NZD,DISC20,,,CANCELLED,ONLINE,,2194.49,2025-09-12 00:00:00,,OMS
TXN005847,,T1,,5.0,,,152.4,CARD,,SALE10,,,DAMAGED,STORE,,,,,
TXN003741,,T4,,,347.64,,,WALLET,,SALE10,,,,STORE,,2305.31,2024-11-21 00:00:00,,POS
TXN000600,STR013,T1,PRD1020,,1706.95,226.99,,CASH,AUD,,,,CANCELLED,STORE,,3679.45,invalid_ts,invalid_date,OMS
TXN002745,,,,-2.0,2980.65,246.99,114.68,WALLET,,,,N,DAMAGED,STORE,,,2024-09-09 00:00:00,,
TXN001105,STR019,T1,PRD1018,-2.0,,182.79,,WALLET,AUD,DISC20,,N,,ONLINE,1976.07,,2025-07-07 00:00:00,2025-05-09,POS
TXN005580,STR009,,PRD1139,,,,148.07,WALLET,NZD,DISC20,EMP349,Y,,ONLINE,,,2024-12-23 00:00:00,invalid_date,POS
TXN003206,STR008,T2,PRD1192,-2.0,,,35.09,CASH,,SALE10,EMP121,Y,CANCELLED,ONLINE,3591.03,,invalid_ts,2024-04-01,
TXN004328,STR008,T2,PRD1119,-2.0,,,,UPI,NZD,DISC20,EMP223,Y,CANCELLED,,,,invalid_ts,invalid_date,OMS
TXN002375,STR003,T1,,,,,182.92,UPI,AUD,SALE10,EMP216,N,,STORE,111.88,3897.23,,invalid_date,OMS
TXN007079,STR003,,,-2.0,1935.4,,127.98,UPI,,SALE10,,Y,,ONLINE,614.04,4804.15,invalid_ts,,OMS
TXN001561,STR002,T5,PRD1037,-2.0,107.41,,,CARD,,DISC20,,Y,CANCELLED,,,3725.33,2024-10-15 00:00:00,,OMS
TXN001853,STR013,T6,PRD1126,2.0,539.39,,181.38,CASH,,DISC20,EMP33,N,,,4860.41,,invalid_ts,,POS
TXN003579,STR023,,,,798.87,172.53,,CASH,NZD,DISC20,,,CANCELLED,,4700.02,,,,OMS
TXN003391,STR029,,PRD1191,,2490.89,,,WALLET,AUD,DISC20,,,DAMAGED,,1283.55,4743.35,invalid_ts,invalid_date,OMS
TXN000749,,T4,PRD1010,3.0,1987.18,17.23,,,NZD,SALE10,,,CANCELLED,STORE,1889.37,1502.17,2025-07-23 00:00:00,invalid_date,POS
TXN000147,,T6,PRD1164,1.0,542.84,,40.99,CARD,,DISC20,EMP99,Y,CANCELLED,,2750.3,2305.97,2024-01-15 00:00:00,invalid_date,POS
TXN001931,STR029,T2,,3.0,,298.97,5.52,,NZD,DISC20,,N,,,,4579.84,,,POS
TXN003472,STR003,,,4.0,,,205.61,CASH,NZD,,EMP154,Y,,,,,2024-07-24 00:00:00,,
TXN007779,STR002,,,,,,275.91,WALLET,NZD,SALE10,,Y,DAMAGED,,,2038.94,,invalid_date,POS
TXN005066,STR024,,PRD1153,-2.0,2808.7,,80.61,UPI,NZD,DISC20,,Y,CANCELLED,STORE,,216.66,2024-11-01 00:00:00,2024-03-20,OMS
TXN006286,STR004,T3,,,,,220.51,CARD,,DISC20,,,CANCELLED,STORE,1995.1,1217.38,invalid_ts,invalid_date,POS
TXN002442,STR011,T3,,-2.0,1149.71,,54.55,,NZD,DISC20,EMP243,,DAMAGED,ONLINE,472.1,,,invalid_date,OMS
TXN006153,STR009,T6,PRD1164,5.0,,275.29,,CARD,,DISC20,EMP459,Y,,,,855.37,2025-10-17 00:00:00,2024-01-23,POS
TXN001697,,T5,,5.0,1268.3,,,,,SALE10,,N,DAMAGED,,1844.24,,2025-02-26 00:00:00,2024-05-21,
TXN004280,STR028,,,5.0,,,165.79,WALLET,NZD,SALE10,,N,CANCELLED,,4390.7,,,invalid_date,POS
TXN004889,,T1,PRD1025,5.0,1153.34,13.01,181.86,CARD,AUD,,EMP306,,CANCELLED,STORE,,,invalid_ts,invalid_date,
TXN001044,,,PRD1022,-2.0,,213.26,248.44,,AUD,SALE10,EMP247,,DAMAGED,STORE,,447.33,2024-01-24 00:00:00,invalid_date,POS
TXN005322,STR013,T4,,-2.0,,20.05,,CASH,,SALE10,,N,CANCELLED,,,3676.87,invalid_ts,invalid_date,OMS
TXN001667,,T3,PRD1074,-2.0,,,118.18,CARD,NZD,,EMP266,N,DAMAGED,,1534.98,4936.17,2024-11-25 00:00:00,2025-06-03,
TXN002231,,T5,PRD1087,2.0,2484.58,126.14,252.64,CASH,AUD,,EMP430,,CANCELLED,ONLINE,,4427.7,2025-01-19 00:00:00,2025-03-27,OMS
TXN006598,STR005,T2,,,,126.93,286.13,CARD,NZD,DISC20,EMP209,Y,DAMAGED,STORE,,3616.53,,,POS
TXN001411,STR019,,PRD1076,5.0,,,126.34,CASH,AUD,SALE10,EMP495,Y,CANCELLED,ONLINE,2208.68,,2024-11-26 00:00:00,,
TXN002691,STR016,,PRD1090,,1624.41,246.95,9.63,WALLET,NZD,DISC20,EMP52,,CANCELLED,ONLINE,852.53,1515.88,2024-08-02 00:00:00,invalid_date,POS
TXN007294,STR001,,,4.0,,213.35,,WALLET,NZD,SALE10,,,DAMAGED,ONLINE,3567.79,3881.13,,2024-07-06,OMS
TXN001085,STR019,T4,PRD1043,,,,267.82,,AUD,DISC20,EMP284,Y,DAMAGED,STORE,4221.62,4998.18,,,
TXN005721,STR004,,PRD1171,,2787.37,,,CASH,NZD,,,Y,CANCELLED,,,,,2024-01-29,POS
TXN004783,STR017,T3,PRD1173,,2964.69,,,CASH,,DISC20,,Y,CANCELLED,ONLINE,4076.76,2113.85,invalid_ts,2025-01-12,POS
TXN000773,,T6,PRD1008,-2.0,2078.28,,179.29,CARD,AUD,SALE10,,,DAMAGED,,,,2024-12-27 00:00:00,invalid_date,
TXN000347,,,,4.0,1358.48,73.0,15.87,CASH,AUD,SALE10,EMP55,,,,2652.07,,,invalid_date,OMS
TXN002051,,,PRD1159,,,,288.52,CASH,AUD,DISC20,,Y,,,3892.65,,,,OMS
TXN002658,STR025,,PRD1054,,,,,WALLET,NZD,SALE10,EMP158,,,ONLINE,,,invalid_ts,,OMS
TXN000984,,,,-2.0,,,,,,DISC20,EMP212,,CANCELLED,STORE,,2788.63,invalid_ts,,POS
TXN003568,STR006,,PRD1017,-2.0,1944.88,34.69,137.25,CASH,AUD,,,,,ONLINE,,,,2025-08-06,
TXN004100,,T1,,,1462.3,284.96,121.36,WALLET,,SALE10,EMP153,,CANCELLED,,253.48,,invalid_ts,,OMS
TXN007391,STR018,,PRD1085,-2.0,2022.73,274.46,96.4,WALLET,AUD,SALE10,,,CANCELLED,,1944.4,,2024-10-20 00:00:00,invalid_date,
TXN002527,STR026,T2,PRD1088,-2.0,,298.37,56.48,WALLET,NZD,,,Y,CANCELLED,,,2622.8,2024-03-18 00:00:00,,OMS
TXN001536,,,PRD1018,4.0,721.24,,58.73,WALLET,AUD,,,,CANCELLED,,,3032.39,invalid_ts,2024-11-02,POS
TXN006271,STR025,,,3.0,,,,WALLET,AUD,DISC20,,Y,CANCELLED,ONLINE,,634.91,,invalid_date,POS
TXN006757,,,,-2.0,2683.6,67.82,266.25,UPI,NZD,SALE10,EMP175,,,ONLINE,,409.69,,,POS
TXN001689,STR030,,,5.0,486.61,,82.18,CASH,AUD,DISC20,,,DAMAGED,,499.46,,invalid_ts,,POS
TXN006001,STR013,T6,PRD1035,-2.0,1000.66,122.99,198.42,CARD,NZD,SALE10,,N,,ONLINE,1936.0,,2024-01-09 00:00:00,invalid_date,POS
TXN004555,,,,-2.0,,18.17,,CASH,AUD,,EMP161,N,CANCELLED,ONLINE,,2082.49,invalid_ts,2025-09-20,
TXN007923,STR022,,PRD1035,-2.0,419.31,,,CASH,,,EMP273,Y,CANCELLED,STORE,2171.34,296.14,invalid_ts,,POS
TXN002119,,,,,942.59,,,CARD,,SALE10,EMP63,N,,STORE,2079.19,,invalid_ts,invalid_date,OMS
TXN001531,STR027,,,,1109.63,92.94,240.63,WALLET,,DISC20,EMP64,Y,DAMAGED,,4813.72,,2025-01-21 00:00:00,,
TXN000213,STR012,,PRD1033,-2.0,,,,UPI,NZD,SALE10,,N,CANCELLED,,,,invalid_ts,2024-03-07,POS
TXN000340,,,PRD1015,,,,157.97,CASH,NZD,SALE10,EMP68,,CANCELLED,,,4026.19,invalid_ts,2024-04-06,
TXN005800,STR004,T2,PRD1130,-2.0,,,25.86,CARD,,SALE10,,Y,CANCELLED,ONLINE,3267.81,,,2024-12-17,OMS
TXN003419,,,,-2.0,,153.09,39.17,,AUD,SALE10,EMP62,,,STORE,,,invalid_ts,2025-02-08,POS
TXN005113,STR017,T6,PRD1053,5.0,1752.44,,,UPI,NZD,SALE10,EMP77,,CANCELLED,,,,,2024-02-09,POS
TXN000595,,T1,,,1861.48,,257.91,CASH,,DISC20,EMP392,,DAMAGED,STORE,1512.46,4306.37,2024-11-07 00:00:00,invalid_date,OMS
TXN000997,STR029,T4,,-2.0,1835.53,223.49,94.48,,AUD,DISC20,,Y,,STORE,,849.56,invalid_ts,2025-02-14,OMS
TXN003897,,T5,PRD1137,2.0,2258.83,207.06,210.29,CARD,NZD,SALE10,,Y,,STORE,,,,,OMS
TXN004055,STR011,,,-2.0,,,58.26,UPI,NZD,,,N,CANCELLED,ONLINE,,2134.25,invalid_ts,2024-08-27,
TXN002198,,T6,PRD1079,,,,283.41,CASH,AUD,,,N,CANCELLED,ONLINE,,4926.79,2024-11-21 00:00:00,,
TXN001122,,T4,,,,,,CASH,NZD,DISC20,EMP352,Y,,STORE,2964.03,,invalid_ts,invalid_date,POS
TXN001612,,T3,,,1626.3,,,CASH,NZD,,,,CANCELLED,,2123.47,756.17,invalid_ts,2024-10-23,
TXN001551,STR010,T3,PRD1099,3.0,,92.35,99.32,UPI,NZD,SALE10,EMP96,,DAMAGED,,,3526.25,invalid_ts,invalid_date,POS
TXN005674,,T3,,,,58.86,257.53,CASH,AUD,SALE10,,,,ONLINE,2231.41,,2025-10-02 00:00:00,,POS
TXN003609,,T1,PRD1048,5.0,2028.83,,,CASH,,DISC20,,N,DAMAGED,STORE,,3503.95,,invalid_date,POS
TXN001796,,T5,PRD1032,,2951.62,,,,AUD,SALE10,,N,DAMAGED,ONLINE,4561.42,505.89,,2024-12-25,
TXN002671,STR014,,PRD1182,,2490.24,61.7,,WALLET,,SALE10,,Y,,STORE,,,2025-05-23 00:00:00,,POS
TXN006540,,,,4.0,,281.65,,CARD,AUD,DISC20,,,CANCELLED,,1361.15,2433.61,,2025-10-07,OMS
TXN003825,,T5,,4.0,,,248.56,CARD,AUD,SALE10,EMP479,,,ONLINE,,,,,POS
TXN006736,,,,4.0,,296.38,190.53,,AUD,,EMP295,Y,CANCELLED,,2590.18,2220.87,,2025-03-28,OMS
TXN001158,,T1,PRD1054,-2.0,275.47,,109.18,UPI,,SALE10,EMP410,,CANCELLED,,,,invalid_ts,2024-01-07,POS
TXN004479,STR018,T1,PRD1169,-2.0,,,,CASH,NZD,DISC20,EMP22,Y,DAMAGED,STORE,,901.26,2025-02-17 00:00:00,,
TXN005794,STR030,,PRD1142,,1536.18,251.64,,CASH,NZD,,,Y,,,693.06,910.72,2024-11-11 00:00:00,,
TXN005565,,T5,,-2.0,339.23,145.13,191.7,WALLET,AUD,DISC20,EMP46,N,CANCELLED,STORE,,4026.39,2025-08-17 00:00:00,invalid_date,
TXN001960,,T3,,-2.0,,258.98,,UPI,AUD,DISC20,EMP200,Y,DAMAGED,,4301.71,182.59,invalid_ts,2024-06-29,OMS
TXN006809,,,,-2.0,1369.82,,271.73,CASH,NZD,,,N,DAMAGED,,,,2024-02-06 00:00:00,2025-01-05,OMS
TXN001607,STR002,,PRD1124,,,,245.73,UPI,AUD,DISC20,EMP388,,DAMAGED,STORE,4257.53,4176.55,,2025-05-29,OMS
TXN003759,STR015,,,,,97.66,149.29,WALLET,AUD,,,,DAMAGED,ONLINE,4194.96,551.71,,,OMS
TXN007506,STR003,T5,,-2.0,,286.34,147.74,,,DISC20,,,CANCELLED,STORE,1899.02,,,2024-08-24,
TXN006531,STR022,T6,PRD1102,,1523.42,,11.38,CASH,NZD,,EMP342,Y,DAMAGED,STORE,,3124.84,2025-07-10 00:00:00,,OMS
TXN007069,,T3,,,,279.12,,UPI,AUD,,EMP373,Y,,STORE,,,invalid_ts,,
TXN006623,STR002,,PRD1164,,2767.51,,35.06,CARD,AUD,,,Y,,,1075.31,4068.62,invalid_ts,2024-07-14,
TXN001885,,,PRD1084,-2.0,247.74,,69.29,WALLET,AUD,DISC20,EMP228,,DAMAGED,ONLINE,,2789.12,invalid_ts,2025-01-31,OMS
TXN003262,,T4,,,,262.01,128.77,WALLET,,DISC20,EMP97,,DAMAGED,ONLINE,,506.51,2024-02-19 00:00:00,invalid_date,
TXN000805,,T2,PRD1045,,1225.82,,121.66,CARD,AUD,DISC20,EMP422,Y,DAMAGED,,,2767.97,invalid_ts,,OMS
TXN002395,STR019,,PRD1054,-2.0,1940.9,,,CASH,NZD,DISC20,EMP87,N,CANCELLED,ONLINE,,,,,
TXN004179,,,,-2.0,146.99,,,UPI,,DISC20,,Y,CANCELLED,,1256.07,,,invalid_date,POS
TXN006299,STR002,,PRD1113,,,274.9,,CARD,NZD,DISC20,,Y,CANCELLED,,4936.29,2587.62,2025-02-21 00:00:00,,POS
TXN007066,,,PRD1044,-2.0,,39.06,,,,DISC20,EMP339,Y,CANCELLED,,1443.2,3964.86,,invalid_date,
TXN003861,,T6,PRD1071,1.0,564.85,25.75,164.1,UPI,,SALE10,,Y,DAMAGED,,,3891.08,2025-05-10 00:00:00,2024-06-02,POS
TXN002505,STR026,T4,,,,147.7,235.95,,,,,N,CANCELLED,ONLINE,,,2024-02-13 00:00:00,2024-09-20,POS
TXN003875,,,,4.0,197.09,,,UPI,NZD,,EMP341,,CANCELLED,STORE,,,2025-05-27 00:00:00,2024-12-11,OMS
TXN003435,,,,,,,112.34,,NZD,,,,CANCELLED,ONLINE,,4854.95,,invalid_date,
TXN002229,,T4,PRD1155,-2.0,,,,WALLET,AUD,SALE10,EMP204,Y,,STORE,,1181.23,,2025-03-08,POS
TXN007058,STR011,,,-2.0,,117.67,,,,,,N,,ONLINE,3402.36,1198.86,invalid_ts,2025-02-25,
TXN000184,,,PRD1077,1.0,2393.17,90.75,54.12,UPI,AUD,DISC20,,Y,DAMAGED,ONLINE,,,invalid_ts,,OMS
TXN006663,STR013,,PRD1054,1.0,,216.46,268.05,CASH,,,EMP102,N,,,,843.68,invalid_ts,2025-02-21,POS
TXN001632,STR005,T3,PRD1155,1.0,1345.85,,63.02,CASH,,,EMP354,N,DAMAGED,ONLINE,1680.37,,,invalid_date,OMS
TXN003700,,,PRD1062,,2834.81,,5.18,,NZD,SALE10,,N,CANCELLED,ONLINE,,,invalid_ts,2025-05-27,OMS
TXN002238,,T3,,5.0,216.88,,86.14,,,SALE10,,N,,ONLINE,,4877.26,invalid_ts,invalid_date,OMS
TXN001631,STR012,T6,PRD1200,,1120.76,111.57,,,,,,,CANCELLED,,,,invalid_ts,2024-12-04,POS
TXN005470,,T6,,,,63.19,36.2,CARD,AUD,SALE10,EMP206,Y,,ONLINE,,2039.11,invalid_ts,invalid_date,OMS
TXN001169,STR027,,PRD1190,,,,,WALLET,NZD,DISC20,,Y,,,,,2024-09-11 00:00:00,invalid_date,
TXN003883,STR025,T6,,1.0,,,,CARD,NZD,,,Y,,,,,,2025-03-02,
TXN003582,,T2,,-2.0,,79.29,,CARD,AUD,SALE10,EMP176,,DAMAGED,STORE,976.59,,,,OMS
TXN003508,STR020,,PRD1023,-2.0,449.33,,,WALLET,NZD,SALE10,,,CANCELLED,STORE,1657.59,,,2024-04-30,
TXN000085,STR005,,,,,,103.76,CARD,AUD,,EMP315,N,DAMAGED,,4701.78,,2025-11-16 00:00:00,,
TXN000883,,T6,,,656.73,,34.76,CASH,,,EMP489,,CANCELLED,ONLINE,,,2025-03-11 00:00:00,invalid_date,
TXN005262,STR013,,,-2.0,1556.72,270.77,177.55,CASH,NZD,SALE10,EMP449,,DAMAGED,STORE,,391.61,,invalid_date,POS
TXN004464,STR010,,PRD1049,-2.0,,,,CASH,AUD,SALE10,EMP153,,,,,,invalid_ts,,OMS
TXN004814,STR030,T2,PRD1045,3.0,,,12.72,WALLET,,,EMP407,,DAMAGED,STORE,3998.68,,,,OMS
TXN001766,,T3,,5.0,534.22,,,,,DISC20,,,CANCELLED,ONLINE,1009.86,,2024-05-23 00:00:00,invalid_date,
TXN002573,STR019,T6,,,2109.54,,,UPI,AUD,DISC20,,N,DAMAGED,,,,2025-01-24 00:00:00,2025-11-07,POS
TXN007238,,T4,,-2.0,2179.07,,64.1,,NZD,SALE10,,Y,DAMAGED,,3891.96,,invalid_ts,2024-04-28,
TXN006371,,,PRD1068,5.0,,144.38,23.42,WALLET,,,,Y,CANCELLED,ONLINE,,,2024-12-05 00:00:00,2025-07-06,
TXN002985,STR021,T3,,,1873.74,,,CASH,,,EMP471,,,ONLINE,1141.54,,invalid_ts,2025-02-11,POS
TXN007647,,,PRD1076,3.0,,244.67,115.15,WALLET,AUD,SALE10,EMP434,Y,CANCELLED,STORE,,,,2025-02-14,
TXN005618,,,,2.0,,,131.25,WALLET,AUD,SALE10,,Y,DAMAGED,ONLINE,,,invalid_ts,,OMS
TXN005338,,,,1.0,384.56,144.72,145.72,CASH,NZD,,,N,,ONLINE,,,invalid_ts,invalid_date,
TXN004809,STR011,T5,PRD1181,-2.0,247.57,167.35,252.28,WALLET,,SALE10,EMP160,N,CANCELLED,,1540.83,,2025-08-01 00:00:00,invalid_date,
TXN005157,,T5,,1.0,,200.2,,WALLET,NZD,DISC20,EMP59,Y,,ONLINE,,,2024-01-05 00:00:00,invalid_date,OMS
TXN006974,,,,-2.0,,,185.55,CASH,AUD,,,N,,,,3874.32,,2024-05-21,OMS
TXN007674,,,,1.0,,,,CASH,NZD,DISC20,,Y,,ONLINE,1548.55,,2024-09-07 00:00:00,invalid_date,
TXN007244,STR006,,PRD1183,,,178.92,132.99,,,SALE10,,N,DAMAGED,,,,invalid_ts,,
TXN003037,,,PRD1137,4.0,2880.64,,272.11,UPI,NZD,DISC20,,,DAMAGED,ONLINE,,,,2025-06-13,POS
TXN005819,,T5,PRD1191,-2.0,746.96,,223.11,UPI,NZD,DISC20,,N,CANCELLED,ONLINE,1329.58,,invalid_ts,invalid_date,
TXN004789,,,,-2.0,,,,,AUD,DISC20,,,DAMAGED,ONLINE,2885.15,,2024-01-02 00:00:00,invalid_date,POS
TXN001138,,,PRD1088,-2.0,,,,CASH,AUD,DISC20,,N,DAMAGED,STORE,,,invalid_ts,invalid_date,OMS
TXN002291,,T1,,-2.0,,,,CASH,AUD,SALE10,,,,STORE,,3849.12,invalid_ts,2025-10-05,POS
TXN002651,STR011,,PRD1123,-2.0,,272.51,61.42,WALLET,AUD,SALE10,EMP406,Y,,,,2024.54,invalid_ts,invalid_date,OMS
TXN001312,STR020,,,-2.0,,79.94,133.02,UPI,,,EMP184,Y,DAMAGED,ONLINE,2654.18,,invalid_ts,,
TXN007306,STR029,,,,951.1,,11.8,WALLET,AUD,DISC20,EMP323,,CANCELLED,STORE,,,invalid_ts,2024-06-02,OMS
TXN007222,,,PRD1071,-2.0,,,,CARD,AUD,SALE10,EMP2,,,STORE,2162.53,3573.48,invalid_ts,invalid_date,POS
TXN004240,STR025,,,-2.0,932.45,23.06,,CARD,,SALE10,EMP243,Y,CANCELLED,,,2539.55,,,
TXN005660,,,,4.0,,53.68,,,NZD,DISC20,EMP99,,,,,,invalid_ts,invalid_date,OMS
TXN001957,STR021,T2,PRD1046,1.0,1758.12,38.52,177.77,CARD,NZD,DISC20,,N,CANCELLED,ONLINE,,3385.95,2024-02-20 00:00:00,invalid_date,
TXN006109,,T5,,-2.0,,,106.49,UPI,,DISC20,,N,,ONLINE,2047.65,,invalid_ts,invalid_date,POS
TXN007800,STR014,T4,PRD1174,-2.0,1474.9,0.29,292.58,WALLET,NZD,DISC20,,N,,STORE,1665.76,,invalid_ts,invalid_date,POS
TXN005518,,,PRD1108,,,,24.5,CASH,AUD,SALE10,,Y,CANCELLED,,,,invalid_ts,2024-09-29,OMS
TXN000817,,T2,PRD1113,2.0,,75.22,,,,DISC20,EMP496,N,CANCELLED,STORE,,1724.0,2024-10-17 00:00:00,,OMS
TXN003552,STR016,T1,,-2.0,1138.8,,,CASH,AUD,,EMP301,,CANCELLED,,2147.54,,invalid_ts,,OMS
TXN002123,,,,5.0,1971.22,,,,AUD,SALE10,EMP208,Y,DAMAGED,STORE,,,,,OMS
TXN003962,,,,1.0,1898.27,,64.52,CASH,,SALE10,,,CANCELLED,STORE,539.01,,2024-11-24 00:00:00,,OMS
TXN006687,,T6,,-2.0,,147.52,,CASH,AUD,,,,,STORE,4748.03,,invalid_ts,invalid_date,POS
TXN001690,,,,1.0,,,,WALLET,AUD,SALE10,EMP371,,CANCELLED,ONLINE,,,2025-05-19 00:00:00,2025-05-03,POS
TXN007460,,T4,PRD1007,2.0,,,,UPI,NZD,,EMP58,,DAMAGED,ONLINE,1233.65,1997.31,2024-06-19 00:00:00,,POS
TXN004602,STR017,,PRD1032,,,186.69,,,,DISC20,EMP267,Y,CANCELLED,STORE,1893.12,,,,POS
TXN002986,,T2,,-2.0,,248.34,82.01,,AUD,,EMP156,,CANCELLED,ONLINE,3169.54,,,invalid_date,
TXN006619,,T5,,1.0,,85.12,266.4,CASH,,DISC20,EMP56,,CANCELLED,,,,2025-01-15 00:00:00,2025-10-08,OMS
TXN001057,STR013,,,-2.0,,38.57,,WALLET,AUD,SALE10,,N,,,,,2024-09-16 00:00:00,2025-01-31,OMS
TXN002186,,T4,PRD1189,3.0,1220.96,206.97,45.56,,,DISC20,,,CANCELLED,ONLINE,1666.52,,,,
TXN001005,STR022,T3,,5.0,,,93.76,CARD,AUD,SALE10,EMP174,Y,CANCELLED,,4877.44,4696.61,invalid_ts,2024-09-29,
TXN000615,STR013,T1,,-2.0,449.66,,189.7,WALLET,NZD,,EMP273,N,,STORE,,,invalid_ts,,POS
