inventory_id,store_id,product_id,available_qty,reserved_qty,damaged_qty,in_transit_qty,reorder_level,warehouse_id,supplier_id,stock_status,last_stocked_date,expiry_date,batch_no,cost_price,mrp,is_active,snapshot_ts,load_date,source_system
INV003721,,,-10.0,,,,98.0,WH1,,AVAILABLE,,,,,,N,invalid_ts,invalid_date,
INV003884,,PRD1200,,,7.0,,36.0,,,,,2025-04-02,,,141.93,,2025-03-04 00:00:00,invalid_date,ERP
INV004267,STR012,PRD1123,,11.0,,,72.0,,,,2025-10-12,,B125,254.15,,N,,invalid_date,
INV001752,STR010,PRD1086,-10.0,38.0,8.0,,,WH3,SUP52,LOW,2024-01-22,2025-06-14,,,,,invalid_ts,invalid_date,ERP
INV006790,,,184.0,,19.0,87.0,,,,LOW,,invalid_date,,,1190.27,Y,invalid_ts,2025-09-21,ERP
INV001040,STR020,,-10.0,16.0,,7.0,,WH2,SUP46,AVAILABLE,invalid_date,invalid_date,B206,896.92,1264.02,Y,invalid_ts,2024-08-11,WMS
INV000960,STR023,,403.0,,11.0,,89.0,,SUP143,LOW,,invalid_date,B47,,,Y,,2025-07-27,ERP
INV006004,STR029,,-10.0,5.0,20.0,,36.0,WH5,,OUT,2025-07-27,2024-02-22,,444.29,2576.24,N,,invalid_date,ERP
INV000173,STR029,,136.0,,,,,WH5,SUP157,LOW,invalid_date,invalid_date,,872.95,,N,invalid_ts,invalid_date,WMS
INV002372,,,-10.0,41.0,13.0,,,,SUP18,OUT,invalid_date,2024-07-08,,,,,invalid_ts,2024-05-21,WMS
INV003464,STR029,PRD1062,,,0.0,50.0,85.0,WH5,SUP68,LOW,,invalid_date,,1461.41,,N,,invalid_date,ERP
INV006562,,,415.0,,,78.0,,,,AVAILABLE,invalid_date,,,624.54,,N,,invalid_date,
INV004990,STR025,PRD1040,94.0,,,,,,,AVAILABLE,2025-05-06,invalid_date,,748.68,,N,,2025-10-06,
INV003044,,,,40.0,5.0,39.0,79.0,,,LOW,,2024-12-30,,376.9,298.28,Y,2025-03-23 00:00:00,invalid_date,
INV004835,,,-10.0,46.0,,51.0,,WH2,,,invalid_date,,B430,1360.82,2031.84,N,2025-09-25 00:00:00,2024-08-07,WMS
INV001957,STR007,,-10.0,27.0,,,67.0,WH3,,,2024-10-31,2024-02-18,B191,1073.07,271.52,,,invalid_date,ERP
INV006547,STR008,,,,,33.0,69.0,WH1,SUP73,LOW,,,B62,,,N,invalid_ts,invalid_date,ERP
INV001756,,,,,3.0,70.0,48.0,WH4,,AVAILABLE,2025-07-05,2025-02-14,,,1475.66,N,,,
INV000197,,PRD1189,486.0,17.0,,62.0,90.0,,SUP134,LOW,invalid_date,2025-07-19,B431,1169.84,,,2024-06-24 00:00:00,invalid_date,ERP
INV005950,,,486.0,,19.0,2.0,66.0,WH5,,AVAILABLE,2025-01-06,invalid_date,B231,,,,2024-09-03 00:00:00,invalid_date,ERP
INV006123,,,,,14.0,27.0,,,SUP85,OUT,,2024-02-24,,1231.25,2138.27,N,,2025-05-31,
INV002333,STR030,PRD1063,-10.0,,19.0,,76.0,,SUP169,,invalid_date,,B373,999.78,,N,2025-08-30 00:00:00,,ERP
INV001760,,,,,,,,,SUP64,OUT,invalid_date,invalid_date,,847.44,2023.9,Y,2024-01-12 00:00:00,2025-08-24,ERP
INV004800,STR028,PRD1029,440.0,23.0,10.0,73.0,31.0,,,OUT,invalid_date,,B451,,703.95,Y,,,WMS
INV003403,,,281.0,,16.0,,45.0,,SUP166,OUT,2025-05-31,,B132,398.82,1940.1,Y,2024-06-05 00:00:00,invalid_date,WMS
INV002724,STR006,PRD1032,223.0,,,72.0,,WH4,SUP20,AVAILABLE,2024-05-02,,,164.56,603.69,N,2025-10-14 00:00:00,invalid_date,WMS
INV003641,STR025,,-10.0,,0.0,,45.0,,,LOW,,2024-08-06,B397,799.56,1496.03,Y,2025-11-16 00:00:00,,
INV000245,STR010,,,,,48.0,,,,AVAILABLE,,2025-01-23,,602.43,,Y,,,WMS
INV006640,,PRD1048,,45.0,,95.0,80.0,WH3,,,,invalid_date,,1314.27,,,,,ERP
INV000042,,PRD1005,-10.0,,3.0,54.0,,WH3,,AVAILABLE,invalid_date,invalid_date,,,,,,2024-05-22,ERP
INV002099,STR022,,,49.0,16.0,,,WH4,SUP59,OUT,,invalid_date,,,,,,2025-07-21,WMS
INV001539,,,,,14.0,,34.0,WH1,,AVAILABLE,invalid_date,,,,2296.42,N,,,ERP
INV000665,STR009,PRD1096,224.0,9.0,11.0,,55.0,WH2,,OUT,,,B388,,,Y,,2025-03-02,
INV000609,,PRD1005,,,,80.0,20.0,,,,invalid_date,,,,,N,2025-11-01 00:00:00,2025-03-12,WMS
INV003353,STR007,PRD1119,340.0,,,86.0,24.0,,,LOW,,2025-08-04,,,,Y,2025-10-24 00:00:00,,WMS
INV001030,,,,20.0,0.0,,64.0,WH2,,AVAILABLE,,invalid_date,,1006.62,,,2024-02-25 00:00:00,2025-03-25,WMS
INV000173,STR021,PRD1099,,6.0,3.0,69.0,,,,LOW,invalid_date,invalid_date,,,,,invalid_ts,2024-04-26,WMS
INV001347,,,357.0,12.0,,,,WH2,SUP155,LOW,2024-11-19,invalid_date,B336,,2755.16,Y,invalid_ts,2024-01-30,
INV002020,STR025,,432.0,1.0,2.0,94.0,,,SUP92,LOW,invalid_date,,B484,958.67,,N,invalid_ts,invalid_date,WMS
INV005663,,,,30.0,15.0,,,WH5,SUP146,LOW,,2024-07-03,B291,870.64,2347.31,N,,,WMS
INV006864,,PRD1029,,,12.0,,98.0,,,OUT,invalid_date,invalid_date,B212,,,Y,invalid_ts,,WMS
INV000814,STR005,,447.0,3.0,,,39.0,WH5,,AVAILABLE,invalid_date,invalid_date,B165,,699.57,Y,,,WMS
INV004971,,,,,,8.0,29.0,WH1,SUP146,OUT,invalid_date,invalid_date,,1282.06,2164.73,,invalid_ts,2025-07-06,WMS
INV000430,,PRD1018,-10.0,,,,,WH3,SUP141,OUT,,2024-03-14,,,2582.56,,invalid_ts,,ERP
INV003245,STR015,PRD1109,,13.0,,42.0,68.0,,,,2024-05-30,,B249,165.33,,N,invalid_ts,,
INV003044,STR025,,-10.0,16.0,20.0,,73.0,WH1,SUP113,AVAILABLE,,invalid_date,,,2125.76,N,invalid_ts,,ERP
INV001757,STR002,PRD1155,-10.0,,,,,WH1,SUP183,LOW,2024-10-29,2024-02-11,B332,664.81,1282.14,Y,2025-11-28 00:00:00,invalid_date,WMS
INV000035,STR006,,,6.0,,,27.0,,,OUT,invalid_date,,B256,320.75,199.52,N,,2025-07-24,
INV006777,STR021,PRD1096,236.0,16.0,,,,WH2,,,,invalid_date,B418,,,,,invalid_date,
INV002130,,,192.0,24.0,10.0,21.0,70.0,,SUP101,LOW,2025-04-22,,,1297.66,,Y,invalid_ts,invalid_date,
INV003594,,PRD1128,,,8.0,,94.0,WH3,,,invalid_date,,B451,,,,invalid_ts,2024-02-10,
INV004282,,,460.0,43.0,6.0,,,WH1,SUP169,AVAILABLE,invalid_date,,,434.29,173.63,N,2025-10-30 00:00:00,invalid_date,
INV005346,STR014,PRD1168,201.0,23.0,9.0,97.0,,,SUP142,OUT,invalid_date,2025-05-09,B453,,2977.82,,2024-01-10 00:00:00,2024-05-02,WMS
INV001603,STR017,PRD1056,-10.0,41.0,,23.0,,,,,invalid_date,2025-06-11,B106,,2628.83,N,invalid_ts,2025-08-12,ERP
INV002545,STR005,,,,8.0,60.0,29.0,WH4,SUP91,,invalid_date,2024-11-08,,,2593.14,,,,ERP
INV006055,STR009,,169.0,,,,40.0,WH1,,,invalid_date,invalid_date,B17,394.26,2896.47,,,,WMS
INV003167,,,-10.0,1.0,,,,WH2,,AVAILABLE,2025-04-19,,,549.14,,Y,invalid_ts,,
INV006033,STR024,PRD1095,130.0,45.0,,,,,SUP187,LOW,,invalid_date,B36,,,,,invalid_date,ERP
INV003647,,,,,16.0,74.0,79.0,WH4,SUP155,OUT,2025-08-09,2025-10-09,,,,,,invalid_date,WMS
INV004878,STR001,PRD1121,,27.0,4.0,,96.0,,SUP38,LOW,2024-07-24,2025-02-26,,1184.22,,Y,invalid_ts,invalid_date,ERP
INV002996,,,141.0,,,96.0,,,,,2025-07-25,2025-03-02,B392,,,N,invalid_ts,2024-06-13,WMS
INV001538,STR008,PRD1101,-10.0,35.0,12.0,75.0,,WH2,SUP20,,invalid_date,2025-04-10,,183.26,780.06,Y,,,
INV004564,STR001,PRD1095,400.0,,11.0,,39.0,WH1,,,invalid_date,invalid_date,,,,Y,,invalid_date,WMS
INV005201,STR026,,141.0,5.0,,100.0,,WH3,SUP172,LOW,,2025-03-25,,1366.31,,Y,,2024-08-10,
INV000036,STR023,,-10.0,48.0,,,,WH5,SUP141,AVAILABLE,invalid_date,invalid_date,,730.41,2473.95,,invalid_ts,invalid_date,ERP
INV005859,STR003,PRD1162,,41.0,,,33.0,,,AVAILABLE,invalid_date,2025-06-22,,,2833.04,,,,ERP
INV006975,,PRD1093,,24.0,5.0,,,WH1,,AVAILABLE,,2024-10-07,,,2273.85,Y,,2025-01-24,ERP
INV000799,STR016,PRD1052,,,0.0,37.0,,WH4,,AVAILABLE,,invalid_date,,,366.26,N,invalid_ts,,
INV002688,,,349.0,45.0,1.0,,,,SUP63,OUT,invalid_date,invalid_date,,1301.09,583.36,N,,,WMS
INV005637,STR024,,-10.0,,,,33.0,WH2,SUP177,AVAILABLE,2025-10-16,,,402.42,,N,2025-10-05 00:00:00,,ERP
INV003509,,,,4.0,,8.0,32.0,WH4,SUP90,,invalid_date,invalid_date,B25,,2835.45,N,,,ERP
INV005406,STR021,PRD1115,,38.0,,,47.0,,,,,invalid_date,,1277.66,2355.18,Y,,2025-05-12,ERP
INV003081,STR017,,407.0,13.0,,46.0,,WH4,SUP94,,invalid_date,2024-05-20,B263,,,Y,2024-03-19 00:00:00,invalid_date,WMS
INV004263,,,454.0,,4.0,,56.0,WH3,SUP138,LOW,invalid_date,invalid_date,,312.41,1660.29,Y,2025-05-22 00:00:00,2024-09-13,WMS
INV001825,,,,16.0,20.0,,100.0,,SUP53,AVAILABLE,,invalid_date,,,2567.45,N,,invalid_date,WMS
INV003361,STR004,PRD1154,,,,32.0,65.0,,SUP95,OUT,2025-10-19,,B291,,,Y,2025-08-08 00:00:00,2024-02-11,WMS
INV005589,,,-10.0,27.0,4.0,96.0,,WH2,,AVAILABLE,,,B60,584.21,2937.35,Y,invalid_ts,,ERP
INV002154,,PRD1052,-10.0,,12.0,,95.0,,SUP138,OUT,2024-07-27,invalid_date,,939.74,,Y,2025-11-05 00:00:00,,
INV001091,STR013,,,45.0,,,,WH1,,OUT,invalid_date,2024-12-06,B202,,,,2025-11-30 00:00:00,invalid_date,
INV005371,,,247.0,,6.0,22.0,24.0,,SUP182,LOW,2025-03-01,invalid_date,B58,1395.08,,N,,,WMS
INV004225,,PRD1046,284.0,47.0,,66.0,,WH1,,AVAILABLE,,invalid_date,B306,291.64,,,invalid_ts,2024-05-11,WMS
INV002682,,,252.0,,0.0,,49.0,,SUP142,AVAILABLE,invalid_date,invalid_date,B107,,1170.55,Y,invalid_ts,invalid_date,WMS
INV002496,,PRD1033,25.0,,,65.0,,,SUP60,AVAILABLE,,2024-11-20,B139,,,,2024-10-14 00:00:00,2024-06-17,
INV004762,STR020,,431.0,41.0,7.0,,,,,,invalid_date,2025-01-17,,,,N,,,
INV002812,,PRD1163,-10.0,38.0,,99.0,96.0,,SUP91,AVAILABLE,invalid_date,,,,2364.52,Y,invalid_ts,,
INV003995,STR015,PRD1084,,,,,,WH1,SUP158,,invalid_date,invalid_date,B142,227.48,2593.4,Y,2024-01-15 00:00:00,2025-02-18,WMS
INV006348,,,,21.0,,18.0,,WH1,,LOW,2024-03-04,,,,1319.19,Y,,2025-06-27,ERP
INV002115,STR020,,98.0,,20.0,,,WH2,,LOW,,invalid_date,,,113.24,,2024-08-29 00:00:00,,WMS
INV000961,STR018,PRD1189,-10.0,,14.0,60.0,27.0,,SUP163,,,2025-07-08,,,,Y,,2024-01-15,ERP
INV001158,STR027,PRD1020,352.0,,,84.0,,,,AVAILABLE,invalid_date,2025-04-02,B414,970.75,2642.73,,invalid_ts,,ERP
INV001031,,,,,5.0,,,,SUP143,LOW,,,B12,,2748.94,,invalid_ts,,WMS
INV006491,STR024,,408.0,,,,97.0,,SUP118,LOW,invalid_date,invalid_date,,1342.73,2957.66,,,2025-07-04,ERP
INV003486,,PRD1024,331.0,,,99.0,31.0,WH5,SUP167,OUT,2024-06-04,,B291,1047.13,2960.85,Y,,invalid_date,ERP
INV005934,STR001,PRD1038,-10.0,,1.0,61.0,,WH3,,AVAILABLE,2025-03-16,,B148,,,Y,invalid_ts,,
INV002188,STR022,PRD1002,201.0,14.0,5.0,62.0,31.0,WH3,,OUT,,,B222,205.92,,N,2025-08-13 00:00:00,,WMS
INV005413,STR019,,,,,,77.0,WH4,,OUT,2025-01-05,,,,2648.88,Y,,2024-09-01,ERP
INV003156,STR025,PRD1091,,,,,,,,,,2025-11-28,,,485.81,N,,invalid_date,WMS
INV001664,,PRD1092,-10.0,9.0,7.0,,,WH2,,,invalid_date,invalid_date,B66,,,N,,,ERP
INV001055,STR001,,,,16.0,,,,SUP95,LOW,,,B414,60.65,,N,invalid_ts,2024-12-26,
INV003779,,,352.0,,,10.0,83.0,,,OUT,2025-04-17,2025-02-28,,,1946.5,N,,2025-04-28,ERP
INV003024,,,-10.0,,,,,,SUP46,LOW,invalid_date,2024-01-26,,789.94,,N,,invalid_date,
INV003487,STR023,,,,,,31.0,,,OUT,invalid_date,,B201,155.94,2779.57,Y,2024-05-21 00:00:00,2024-12-30,ERP
INV004910,STR018,,412.0,,13.0,14.0,54.0,WH1,SUP191,LOW,,2024-08-28,B287,,,,,,ERP
INV001194,,PRD1005,-10.0,,,,,,,OUT,2024-01-03,,,884.89,1488.55,N,2025-05-25 00:00:00,,ERP
INV000890,STR010,PRD1118,-10.0,31.0,15.0,63.0,29.0,WH2,,LOW,2025-10-16,invalid_date,B258,586.75,1303.52,Y,2025-01-26 00:00:00,2024-03-11,ERP
INV002990,STR018,,-10.0,,19.0,74.0,,WH1,SUP76,OUT,invalid_date,2024-07-01,B158,,,N,,2024-02-12,WMS
INV000865,,PRD1034,,23.0,19.0,,76.0,,SUP18,AVAILABLE,invalid_date,2024-08-12,,,,,invalid_ts,2025-04-16,
INV000148,STR025,,461.0,39.0,17.0,,20.0,WH5,,OUT,invalid_date,invalid_date,,1170.8,1113.2,Y,,2025-06-24,ERP
INV002767,,,-10.0,23.0,0.0,53.0,24.0,WH3,SUP109,,,invalid_date,,,,,invalid_ts,invalid_date,WMS
INV001266,,PRD1027,,,,,,,,LOW,,,B98,,,,,invalid_date,WMS
INV005784,STR001,PRD1164,,,11.0,,99.0,,,,invalid_date,,B239,956.81,2044.84,,2025-05-22 00:00:00,,
INV005263,STR010,,66.0,37.0,,,87.0,WH1,SUP161,OUT,,,B340,409.62,,Y,invalid_ts,invalid_date,
INV005167,,,-10.0,17.0,2.0,59.0,,,,LOW,,2024-11-15,,,,,invalid_ts,invalid_date,ERP
INV002715,STR023,PRD1080,,29.0,1.0,,,,,AVAILABLE,invalid_date,2025-02-25,B318,240.99,992.42,N,invalid_ts,invalid_date,
INV001002,,,-10.0,,18.0,,,WH5,SUP118,OUT,,,B117,,1445.79,N,,,ERP
INV006919,,,-10.0,23.0,12.0,11.0,66.0,,,AVAILABLE,2024-08-08,,B302,1143.69,1324.09,,invalid_ts,invalid_date,ERP
INV002161,,PRD1059,-10.0,44.0,7.0,99.0,67.0,WH1,SUP9,AVAILABLE,invalid_date,invalid_date,B489,,,,invalid_ts,,WMS
INV004175,STR018,PRD1185,-10.0,,20.0,10.0,,WH4,,LOW,invalid_date,2025-03-04,,456.68,246.74,Y,2025-02-19 00:00:00,invalid_date,WMS
INV001159,,,443.0,28.0,14.0,,,WH4,,AVAILABLE,invalid_date,,,,,Y,invalid_ts,,WMS
INV002761,,PRD1169,-10.0,,2.0,,100.0,WH4,,,,2025-10-13,,,1694.6,Y,2025-04-16 00:00:00,2025-10-16,
INV005914,STR030,PRD1095,423.0,,,29.0,75.0,WH2,,LOW,invalid_date,invalid_date,B256,,,N,invalid_ts,invalid_date,WMS
INV000209,,,105.0,15.0,,,62.0,,,AVAILABLE,2025-06-03,invalid_date,B3,,,,2025-10-02 00:00:00,,
INV000867,,,204.0,10.0,14.0,,31.0,WH5,,LOW,2024-04-06,invalid_date,,598.5,,,,invalid_date,WMS
INV001564,,,-10.0,26.0,14.0,69.0,34.0,WH2,,,invalid_date,,B37,1432.06,857.53,Y,2025-10-08 00:00:00,,WMS
INV000218,,PRD1134,-10.0,24.0,3.0,58.0,66.0,WH1,,AVAILABLE,invalid_date,2025-07-28,B380,,158.99,,2025-01-07 00:00:00,,ERP
INV004755,STR004,PRD1091,99.0,30.0,18.0,,88.0,,SUP139,AVAILABLE,,,B88,420.14,1845.06,Y,invalid_ts,,
INV002975,,PRD1114,-10.0,7.0,16.0,25.0,59.0,,,OUT,invalid_date,invalid_date,B265,,2332.88,N,,invalid_date,ERP
INV006523,STR018,PRD1050,372.0,,,,,WH1,SUP192,,,2024-11-30,,,1004.96,,,,ERP
INV000998,,,,34.0,,,,WH2,,OUT,2025-02-16,,B297,,,,,,WMS
INV005707,STR007,,,20.0,19.0,24.0,,,,,invalid_date,2024-03-25,,958.67,2917.89,Y,2024-04-06 00:00:00,2025-07-17,ERP
INV003162,,,463.0,6.0,15.0,28.0,41.0,WH2,SUP54,LOW,,2025-11-25,B161,464.42,,,invalid_ts,invalid_date,WMS
INV003781,,,-10.0,35.0,6.0,17.0,77.0,WH4,,OUT,,,,,2260.27,,invalid_ts,2025-04-07,
INV003200,,PRD1139,,18.0,,,41.0,WH5,,LOW,2025-05-06,,B100,683.52,,,,,ERP
INV000144,STR024,PRD1165,,16.0,,50.0,,,SUP93,OUT,,invalid_date,,,,N,2025-06-01 00:00:00,,WMS
INV001085,,,,26.0,6.0,,,,SUP19,OUT,invalid_date,2024-03-22,,1436.66,1551.05,,invalid_ts,invalid_date,
INV003255,,PRD1036,-10.0,,,5.0,90.0,WH3,,,2024-03-03,2025-10-15,B428,888.32,,N,2024-05-23 00:00:00,invalid_date,ERP
INV005151,STR009,PRD1115,-10.0,,,19.0,,,,,2024-01-19,2025-08-28,B376,1110.93,,,invalid_ts,invalid_date,ERP
INV002570,STR011,,-10.0,42.0,,19.0,42.0,,,AVAILABLE,2024-07-20,2025-08-24,B274,736.27,1389.66,,,2024-03-12,
INV002916,STR002,,36.0,,0.0,30.0,28.0,WH1,,OUT,2024-02-05,2024-03-19,,928.81,,N,invalid_ts,2025-08-23,ERP
INV003404,STR009,PRD1037,303.0,32.0,,,,,,LOW,invalid_date,invalid_date,,675.29,,N,invalid_ts,2025-11-20,
INV000314,,,-10.0,40.0,3.0,,49.0,,SUP21,,,,B358,,2671.05,N,invalid_ts,,
INV005945,,,-10.0,,9.0,,,WH3,,LOW,,invalid_date,B453,1021.48,1264.62,Y,invalid_ts,invalid_date,
INV003239,,PRD1110,63.0,48.0,17.0,3.0,29.0,,SUP126,AVAILABLE,,invalid_date,B480,1273.44,902.26,,2024-06-27 00:00:00,,WMS
INV006554,STR011,PRD1170,,48.0,2.0,51.0,57.0,WH1,,AVAILABLE,invalid_date,invalid_date,,189.07,774.52,Y,,invalid_date,ERP
INV006462,STR028,,349.0,,0.0,,69.0,,,AVAILABLE,,invalid_date,,,526.03,,invalid_ts,2025-08-26,WMS
INV001446,STR008,,267.0,9.0,8.0,84.0,38.0,,SUP54,LOW,2024-04-12,,B139,877.94,,,2025-11-12 00:00:00,2024-06-08,
INV002439,,PRD1025,309.0,24.0,10.0,49.0,,WH3,SUP4,,,2025-05-24,B411,,1926.27,Y,,invalid_date,
INV000933,,PRD1025,-10.0,,,14.0,87.0,,,AVAILABLE,invalid_date,2024-01-02,B279,,,Y,,2025-10-07,ERP
INV002034,STR020,,-10.0,,,,81.0,WH3,SUP31,,,2024-07-25,,128.52,,,invalid_ts,,ERP
INV006928,STR001,,,10.0,,26.0,82.0,,SUP64,OUT,,invalid_date,B249,1087.63,2100.81,Y,invalid_ts,invalid_date,
INV000001,,PRD1032,,34.0,0.0,,,WH2,SUP169,OUT,2024-11-23,,B489,,,N,invalid_ts,,ERP
INV005519,STR020,,19.0,46.0,13.0,92.0,23.0,WH5,SUP148,OUT,,,B198,881.22,1145.55,,2024-09-29 00:00:00,invalid_date,WMS
INV004767,STR006,,232.0,42.0,,21.0,,,SUP150,OUT,,invalid_date,B385,371.42,,,2025-03-13 00:00:00,2024-04-03,
INV002043,STR028,PRD1090,,,14.0,,23.0,,SUP22,OUT,2025-10-14,2024-07-06,,539.72,,,2024-05-19 00:00:00,,ERP
INV000329,,,59.0,,,64.0,,,,OUT,,2025-08-06,,,,Y,,,ERP
INV005931,,PRD1175,,,11.0,,,WH4,SUP143,OUT,,invalid_date,B174,,2605.83,N,invalid_ts,,
INV004484,STR009,,-10.0,,16.0,62.0,,WH3,,,2025-03-16,invalid_date,,781.07,749.75,Y,,,WMS
INV003420,,,215.0,,13.0,,35.0,,,OUT,,,,54.09,,N,invalid_ts,,WMS
INV004175,,PRD1086,,,14.0,,94.0,WH4,,OUT,2024-01-12,invalid_date,B203,,,,invalid_ts,,
INV005472,,,-10.0,,,58.0,79.0,WH1,,OUT,invalid_date,,B474,,914.24,,invalid_ts,invalid_date,ERP
INV000586,STR017,PRD1071,-10.0,,10.0,,68.0,,SUP102,,,,B135,,,,2025-07-07 00:00:00,2025-06-05,
INV005214,STR018,,-10.0,,16.0,,,,SUP90,AVAILABLE,,2024-12-11,,,,,invalid_ts,invalid_date,ERP
INV000622,,PRD1138,242.0,36.0,,,,,,LOW,2024-06-05,,,,406.55,Y,2024-09-21 00:00:00,2024-02-11,WMS
INV001935,,PRD1158,295.0,,,78.0,40.0,WH3,,,invalid_date,2025-10-16,,,,N,,,
INV003055,STR017,,235.0,4.0,13.0,38.0,,,SUP60,LOW,invalid_date,invalid_date,B16,,2705.76,N,2025-11-08 00:00:00,2024-08-28,WMS
INV005668,STR018,,,,17.0,,99.0,,SUP133,AVAILABLE,2024-08-01,2025-07-30,,,958.64,Y,2025-04-04 00:00:00,invalid_date,WMS
INV006296,STR005,PRD1046,-10.0,27.0,7.0,,,,,OUT,invalid_date,,,,2631.87,N,invalid_ts,2025-06-02,ERP
INV001165,,PRD1093,324.0,21.0,15.0,11.0,,WH5,SUP54,OUT,2025-07-15,invalid_date,B365,,1238.27,,,,ERP
INV004060,,,428.0,,17.0,8.0,,WH2,SUP181,,invalid_date,2024-11-08,,,195.1,,,2025-05-11,ERP
INV003631,,,-10.0,,9.0,,65.0,WH2,SUP182,LOW,,invalid_date,,1161.98,214.84,N,invalid_ts,invalid_date,WMS
INV006364,STR010,,,39.0,6.0,,45.0,,SUP171,LOW,,,B175,1492.89,226.85,,invalid_ts,,ERP
INV005617,STR009,PRD1155,387.0,36.0,0.0,1.0,90.0,,SUP82,OUT,invalid_date,invalid_date,,,841.39,N,,2024-01-24,ERP
INV002429,STR028,,,,,91.0,,,,OUT,2024-01-03,2025-01-21,,1355.05,2924.38,,invalid_ts,2025-11-12,WMS
INV005447,,,,,1.0,,,,,LOW,,2025-10-29,B72,131.46,,N,invalid_ts,2025-02-06,WMS
INV002500,,PRD1176,-10.0,29.0,,88.0,60.0,,,OUT,,2025-08-30,B109,603.9,493.9,N,invalid_ts,2024-04-16,ERP
INV004875,,,,,9.0,63.0,,,,LOW,,,B282,,730.53,,2024-04-03 00:00:00,invalid_date,WMS
INV002432,,PRD1160,,0.0,9.0,,35.0,WH4,,OUT,2024-09-28,2025-03-05,,282.25,,,2024-01-21 00:00:00,,WMS
INV001337,,,292.0,40.0,,13.0,,WH2,,LOW,2024-09-27,,,,,Y,2024-11-19 00:00:00,2025-08-20,ERP
INV006406,STR028,PRD1134,-10.0,27.0,19.0,,,,SUP171,LOW,,2025-06-30,B467,,2717.23,N,2025-08-31 00:00:00,,WMS
INV002750,,PRD1103,451.0,24.0,9.0,,73.0,WH2,,,invalid_date,,,1365.39,,N,invalid_ts,,
INV001391,STR013,,,36.0,,79.0,42.0,WH4,SUP52,OUT,,invalid_date,B49,,,N,,invalid_date,
INV000526,STR005,,,,8.0,88.0,35.0,WH5,,LOW,invalid_date,invalid_date,B200,,,N,invalid_ts,invalid_date,
INV004863,STR030,,,,10.0,73.0,65.0,WH2,SUP64,LOW,,,,1112.21,,,2024-12-12 00:00:00,invalid_date,ERP
INV004332,STR001,PRD1050,184.0,,,,28.0,WH3,,LOW,,invalid_date,,927.46,,,2025-06-13 00:00:00,2025-03-17,ERP
INV001879,,PRD1175,-10.0,45.0,20.0,,34.0,WH5,SUP93,AVAILABLE,2024-10-05,invalid_date,B58,,1092.69,Y,invalid_ts,,ERP
INV001511,STR011,,,17.0,9.0,,,WH5,,OUT,invalid_date,,,195.92,,Y,invalid_ts,,ERP
INV000832,STR005,PRD1099,228.0,,5.0,9.0,87.0,WH1,SUP99,LOW,2025-08-05,2025-04-28,B260,,1237.8,Y,2025-11-29 00:00:00,invalid_date,WMS
INV003078,STR016,,,,,,,,SUP41,AVAILABLE,,invalid_date,B37,,312.67,N,invalid_ts,,
INV006888,,PRD1127,,5.0,3.0,,26.0,,SUP173,LOW,,2025-02-03,B382,,2975.08,,invalid_ts,invalid_date,
INV000783,STR007,PRD1069,356.0,34.0,19.0,,96.0,,SUP152,OUT,invalid_date,invalid_date,B174,,1485.95,Y,,invalid_date,WMS
INV004308,,PRD1175,,,,,89.0,WH1,,,invalid_date,2025-11-08,,1058.04,,N,,,
INV004620,,PRD1074,,,,47.0,,,SUP113,LOW,,invalid_date,B285,365.83,,Y,,,WMS
INV000041,,PRD1011,-10.0,,16.0,,35.0,,SUP95,OUT,,2025-09-25,B59,,,,invalid_ts,2025-02-08,
INV003961,,PRD1121,,,,,37.0,WH5,SUP176,OUT,,invalid_date,B87,882.26,,,invalid_ts,,
INV004378,STR016,PRD1192,446.0,26.0,,,,WH2,SUP174,AVAILABLE,,,,375.33,,,,2024-07-02,ERP
INV002023,,PRD1113,,40.0,15.0,,91.0,,,LOW,2025-08-19,2025-05-31,B280,974.83,1325.37,N,2024-07-08 00:00:00,2025-11-01,WMS
INV005321,,PRD1111,,,16.0,61.0,29.0,WH3,,,invalid_date,2024-08-14,,1171.64,,,invalid_ts,2025-08-18,ERP
INV003062,,,168.0,,,,,WH5,,OUT,invalid_date,invalid_date,B368,548.15,973.03,,invalid_ts,invalid_date,ERP
INV006207,,PRD1088,,,14.0,81.0,,WH3,,LOW,invalid_date,2025-06-07,,,,,2025-09-17 00:00:00,,
INV004752,,PRD1192,-10.0,,2.0,,88.0,WH4,,OUT,invalid_date,,,,,Y,2025-03-20 00:00:00,2024-01-18,
INV001993,STR016,,,46.0,7.0,,62.0,,SUP77,,,,,1384.84,,Y,invalid_ts,invalid_date,
INV002377,,,332.0,,2.0,99.0,,WH2,SUP3,,invalid_date,invalid_date,,,,,2025-01-01 00:00:00,invalid_date,
INV002608,,,-10.0,,12.0,,47.0,,,,,invalid_date,,,550.38,N,2025-11-24 00:00:00,2024-03-18,
INV005943,STR014,PRD1185,-10.0,0.0,,,,WH5,,OUT,,2024-06-27,B82,,,N,2024-03-11 00:00:00,invalid_date,WMS
INV001861,STR028,PRD1045,277.0,,,16.0,,,,,2025-07-02,,,,,,2024-02-18 00:00:00,,WMS
INV001638,,PRD1124,-10.0,,18.0,68.0,31.0,WH3,,LOW,2025-09-01,2025-05-06,,,,Y,2025-05-13 00:00:00,,ERP
INV002551,,PRD1109,,,17.0,98.0,68.0,,SUP141,LOW,,2024-08-29,B143,,2739.46,N,,invalid_date,
