order_id,customer_id,product_id,order_qty,order_value,order_status,payment_mode,delivery_city,delivery_state,delivery_country,shipping_fee,discount,tax,coupon_code,return_flag,return_reason,order_ts,delivery_date,load_date,source_system
ORD005259,CUST03213,PRD1182,2.0,,,NETBANKING,Auckland,North,AU,76.43,,44.7,SAVE10,,DAMAGED,,invalid_date,2025-11-02,ECOM
ORD005635,,,,,SHIPPED,NETBANKING,Wellington,North,AU,150.07,6.1,78.61,,,DELAY,2025-04-27 00:00:00,invalid_date,,ECOM
ORD006183,CUST04852,,,,CANCELLED,UPI,Christchurch,North,NZ,52.62,,174.42,,Y,DAMAGED,,,,ECOM
ORD005109,,,1.0,4052.47,,UPI,,South,NZ,61.38,,,SAVE10,N,DELAY,invalid_ts,invalid_date,invalid_date,APP
ORD000129,CUST00421,PRD1037,,,DELIVERED,NETBANKING,Christchurch,South,AU,,262.56,168.9,,,,2024-02-12 00:00:00,invalid_date,invalid_date,
ORD002496,CUST02584,,,,SHIPPED,,Christchurch,South,NZ,,109.14,36.17,SAVE10,Y,DAMAGED,,invalid_date,,ECOM
ORD006345,CUST01766,PRD1180,2.0,2171.42,PLACED,UPI,Wellington,North,,,,130.38,,Y,DAMAGED,invalid_ts,,2025-03-12,ECOM
ORD001621,CUST03896,,,,PLACED,NETBANKING,Auckland,North,AU,178.82,181.76,259.16,SAVE10,Y,DELAY,invalid_ts,2024-09-15,2024-06-20,ECOM
ORD007736,CUST02677,,-1.0,,DELIVERED,CARD,Auckland,South,AU,165.94,,194.42,SAVE10,Y,,invalid_ts,2025-02-19,2025-07-05,
ORD002130,CUST02144,PRD1168,,521.74,,,,North,NZ,,,121.75,,N,DELAY,invalid_ts,,,
ORD001232,,PRD1166,,825.55,CANCELLED,NETBANKING,,South,,185.01,,,DISC20,N,,invalid_ts,2024-03-31,2024-04-16,ECOM
ORD006283,,PRD1083,,4531.29,,,Wellington,,NZ,145.78,,235.82,,N,DELAY,2024-06-14 00:00:00,2024-05-17,,APP
ORD006640,,,-1.0,,,UPI,Auckland,,,121.21,50.29,,,,DELAY,invalid_ts,,2024-02-09,ECOM
ORD003466,,,2.0,3381.19,CANCELLED,UPI,Christchurch,South,,34.7,87.23,148.13,DISC20,Y,,2024-12-31 00:00:00,2024-06-05,,ECOM
ORD005079,,,3.0,3767.02,SHIPPED,CARD,Auckland,,AU,27.54,,10.26,DISC20,,,,invalid_date,invalid_date,
ORD000423,CUST03705,PRD1039,4.0,366.69,,UPI,,South,,,117.86,,SAVE10,N,,2024-03-22 00:00:00,2024-11-17,invalid_date,ECOM
ORD001895,,PRD1124,1.0,,,NETBANKING,Christchurch,,,26.37,219.13,69.96,SAVE10,Y,DAMAGED,invalid_ts,2024-09-20,2024-10-09,APP
ORD000463,CUST01037,,5.0,,SHIPPED,NETBANKING,Christchurch,North,AU,53.32,,54.28,DISC20,Y,DAMAGED,,2024-02-22,invalid_date,APP
ORD005680,,PRD1155,,,PLACED,NETBANKING,,,AU,183.41,,229.4,DISC20,Y,DAMAGED,2024-08-02 00:00:00,2024-04-21,2025-03-15,ECOM
ORD000969,CUST02190,PRD1126,-1.0,,,UPI,Auckland,South,,,,5.42,DISC20,N,DELAY,invalid_ts,invalid_date,invalid_date,APP
ORD003190,CUST00057,,,4063.06,,CARD,Christchurch,,AU,,,112.9,,N,,invalid_ts,invalid_date,,
ORD000695,,PRD1026,1.0,4715.32,PLACED,UPI,Christchurch,,NZ,150.36,,,,N,DELAY,invalid_ts,,invalid_date,
ORD002537,,PRD1042,-1.0,823.63,SHIPPED,UPI,Auckland,North,NZ,,165.49,,,Y,,2024-12-04 00:00:00,,2024-04-08,APP
ORD002311,,PRD1094,2.0,1105.25,SHIPPED,NETBANKING,Auckland,South,,10.35,37.47,286.85,DISC20,N,DELAY,2024-03-27 00:00:00,2025-06-14,2025-08-06,APP
ORD007997,CUST04995,PRD1006,1.0,,,CARD,Auckland,North,AU,,,,SAVE10,N,DAMAGED,,2024-04-03,invalid_date,
ORD001534,CUST04055,PRD1112,-1.0,,,NETBANKING,,North,NZ,64.72,,155.58,DISC20,Y,DELAY,2025-04-25 00:00:00,invalid_date,invalid_date,ECOM
ORD002539,CUST00127,PRD1073,,1524.21,,NETBANKING,Auckland,,AU,154.04,251.06,,,,DELAY,,2025-06-01,invalid_date,
ORD004846,CUST04971,,-1.0,4816.06,,CARD,Auckland,South,NZ,107.16,48.49,,,,DAMAGED,,2025-02-05,2025-01-31,ECOM
ORD000951,CUST03824,PRD1041,,3801.98,DELIVERED,UPI,Wellington,,NZ,7.6,10.91,,SAVE10,,DELAY,,invalid_date,2024-10-01,ECOM
ORD001918,CUST02293,PRD1150,-1.0,3517.89,PLACED,CARD,Wellington,,AU,168.23,226.23,,DISC20,Y,DELAY,2024-11-29 00:00:00,invalid_date,2025-02-10,
ORD001357,,PRD1151,5.0,4591.25,PLACED,UPI,,South,AU,189.97,,,SAVE10,Y,,invalid_ts,,invalid_date,ECOM
ORD007557,CUST02752,,,,,,,,NZ,,,41.03,DISC20,N,DAMAGED,invalid_ts,2025-08-04,invalid_date,APP
ORD005838,,,2.0,,DELIVERED,UPI,Wellington,South,AU,126.37,231.17,,,N,DAMAGED,2025-05-12 00:00:00,invalid_date,2024-10-13,APP
ORD003589,CUST02405,,,2682.75,SHIPPED,,Christchurch,,AU,100.31,126.16,,DISC20,N,DELAY,,,invalid_date,APP
ORD003413,CUST01269,,2.0,,DELIVERED,CARD,Wellington,North,,72.23,,,SAVE10,Y,DAMAGED,2025-09-21 00:00:00,invalid_date,2024-08-29,APP
ORD002121,,PRD1077,4.0,,DELIVERED,CARD,Wellington,South,NZ,,,173.22,,Y,DELAY,,invalid_date,,ECOM
ORD003270,CUST02419,,4.0,,,UPI,Auckland,South,NZ,42.33,233.68,115.3,,,,,invalid_date,2025-02-17,
ORD004916,,PRD1101,-1.0,,SHIPPED,CARD,,South,,,128.46,206.08,,Y,,invalid_ts,invalid_date,invalid_date,APP
ORD006420,CUST04750,PRD1106,3.0,517.73,SHIPPED,NETBANKING,,North,NZ,49.89,,,SAVE10,N,DELAY,,2025-05-04,invalid_date,
ORD003777,CUST00944,PRD1180,-1.0,,DELIVERED,CARD,Wellington,North,AU,,274.97,28.57,,Y,DAMAGED,invalid_ts,2024-09-16,2024-07-25,
ORD000526,CUST03974,PRD1126,2.0,1931.74,CANCELLED,,Wellington,South,AU,,254.96,40.91,,N,,2024-10-01 00:00:00,,invalid_date,
ORD002566,CUST02920,PRD1167,1.0,,DELIVERED,UPI,Auckland,North,,,84.88,99.89,DISC20,,DAMAGED,invalid_ts,,,ECOM
ORD006426,CUST00256,,3.0,3886.58,CANCELLED,,Wellington,,,,,109.61,,Y,DAMAGED,,2024-04-10,2025-05-08,APP
ORD006194,CUST03311,PRD1115,-1.0,3659.06,DELIVERED,CARD,Wellington,North,AU,,,,DISC20,N,DAMAGED,invalid_ts,,2025-01-25,ECOM
ORD007060,,,-1.0,,DELIVERED,CARD,,,AU,,207.59,101.6,SAVE10,,,2025-07-14 00:00:00,2025-08-14,2025-01-23,ECOM
ORD002027,,,-1.0,1742.8,SHIPPED,NETBANKING,Christchurch,North,AU,,,69.78,SAVE10,Y,,2025-06-14 00:00:00,2024-10-13,2024-07-05,ECOM
ORD007522,CUST00274,,,,,NETBANKING,Christchurch,South,NZ,0.95,242.65,,DISC20,N,DAMAGED,,2025-10-15,invalid_date,ECOM
ORD007354,CUST03356,PRD1174,-1.0,,DELIVERED,UPI,Christchurch,North,,42.27,198.66,,,,DAMAGED,2024-09-30 00:00:00,,,APP
ORD004078,CUST00854,,-1.0,,,UPI,Christchurch,North,,192.63,289.21,166.8,SAVE10,Y,DAMAGED,2025-06-13 00:00:00,2024-03-11,2024-09-14,APP
ORD000263,,,4.0,3820.3,SHIPPED,CARD,Wellington,,AU,78.79,,56.33,,N,,2024-05-11 00:00:00,2024-03-06,,
ORD007934,CUST03288,PRD1023,-1.0,1282.94,,,Christchurch,South,AU,,228.82,181.09,SAVE10,,,,2025-09-07,,
ORD006186,,PRD1037,4.0,4487.16,PLACED,UPI,Wellington,,NZ,134.08,,226.17,,,,,invalid_date,2024-09-22,APP
ORD001269,,PRD1067,,,SHIPPED,,Wellington,South,,3.38,,176.75,SAVE10,N,,,invalid_date,,APP
ORD004620,CUST03209,,1.0,,DELIVERED,,Christchurch,,NZ,,244.95,,DISC20,,DELAY,,invalid_date,invalid_date,APP
ORD005185,CUST00148,,-1.0,354.35,CANCELLED,UPI,Christchurch,South,,,1.81,,,Y,DAMAGED,invalid_ts,,2025-06-10,APP
ORD001566,,PRD1094,-1.0,,DELIVERED,UPI,Christchurch,South,AU,,40.27,21.96,,,,,,2025-10-11,ECOM
ORD007810,,,-1.0,,SHIPPED,NETBANKING,Christchurch,North,AU,180.25,153.52,14.06,,,DELAY,invalid_ts,,invalid_date,ECOM
ORD004777,CUST01130,,4.0,,SHIPPED,,Christchurch,,NZ,,,,DISC20,Y,DAMAGED,invalid_ts,2025-03-07,,ECOM
ORD006481,CUST03950,PRD1190,-1.0,,SHIPPED,UPI,Christchurch,,AU,,,,DISC20,Y,DELAY,2024-08-23 00:00:00,2024-08-11,,APP
ORD002841,CUST04579,,,3848.32,SHIPPED,UPI,Wellington,North,AU,170.33,252.15,,DISC20,Y,,invalid_ts,,invalid_date,
ORD002400,,,,2566.32,,CARD,,North,AU,125.35,,,SAVE10,Y,DAMAGED,2024-12-16 00:00:00,,2025-01-31,APP
ORD006147,,,,,SHIPPED,CARD,,South,AU,47.51,,290.6,SAVE10,Y,DELAY,,,2024-04-29,
ORD004486,CUST00612,,1.0,,SHIPPED,NETBANKING,,North,NZ,,,82.45,,N,,invalid_ts,2025-08-03,invalid_date,APP
ORD004077,,PRD1159,-1.0,1536.43,DELIVERED,UPI,Auckland,North,NZ,112.77,,,,Y,DELAY,invalid_ts,,invalid_date,ECOM
ORD005267,CUST02072,PRD1039,-1.0,,DELIVERED,,Christchurch,,AU,171.65,,,DISC20,Y,DELAY,invalid_ts,2024-02-04,invalid_date,ECOM
ORD002974,,,,4672.86,SHIPPED,,Auckland,South,AU,107.14,4.65,253.94,SAVE10,,DAMAGED,,2025-05-11,2025-04-05,ECOM
ORD001872,,PRD1139,-1.0,3108.29,DELIVERED,CARD,Wellington,South,NZ,,218.45,202.14,DISC20,,DAMAGED,2024-05-02 00:00:00,2024-08-30,2024-11-30,APP
ORD005130,,,4.0,1581.72,,CARD,Christchurch,,AU,46.36,,73.52,DISC20,,DAMAGED,,invalid_date,,APP
ORD001872,,,,,PLACED,UPI,Auckland,North,,,211.02,,,,DAMAGED,2024-02-14 00:00:00,,,ECOM
ORD001723,,,-1.0,,DELIVERED,,Wellington,South,,,,,DISC20,,DAMAGED,,invalid_date,,APP
ORD002887,CUST02317,PRD1162,-1.0,957.13,SHIPPED,UPI,Auckland,South,,,118.23,35.28,SAVE10,N,,2024-04-28 00:00:00,2025-05-09,invalid_date,
ORD001965,CUST03429,,-1.0,2459.48,PLACED,UPI,Wellington,South,NZ,40.91,199.25,51.43,,N,,invalid_ts,,,ECOM
ORD001606,CUST02122,,-1.0,3885.79,PLACED,CARD,Auckland,,AU,,88.6,114.69,DISC20,,DAMAGED,,2025-08-02,,
ORD005087,CUST01049,PRD1163,,2294.78,PLACED,CARD,,South,AU,,264.06,,DISC20,N,DELAY,,2025-08-14,2024-10-18,APP
ORD004142,CUST04946,,1.0,,SHIPPED,UPI,Auckland,South,AU,86.29,138.91,,DISC20,N,DELAY,2024-10-30 00:00:00,2025-08-20,,ECOM
ORD001000,,,,3995.33,CANCELLED,NETBANKING,,North,,94.86,18.66,285.63,,Y,DAMAGED,2025-01-04 00:00:00,2024-02-17,,APP
ORD001059,CUST00028,,,,PLACED,,Christchurch,South,,83.99,,,SAVE10,Y,,2024-10-05 00:00:00,2025-10-26,,APP
ORD006585,CUST03043,PRD1131,1.0,,DELIVERED,UPI,Christchurch,,NZ,123.45,,188.9,,N,DELAY,invalid_ts,invalid_date,,ECOM
ORD002145,,PRD1068,,2674.05,SHIPPED,,Wellington,North,NZ,101.99,78.36,,DISC20,,DELAY,invalid_ts,,invalid_date,
ORD007529,CUST04112,PRD1002,-1.0,3130.81,CANCELLED,CARD,Auckland,North,AU,,,,DISC20,Y,DAMAGED,,,2025-03-19,ECOM
ORD007805,,,-1.0,1398.55,DELIVERED,,,South,NZ,,,298.74,DISC20,,DAMAGED,,,invalid_date,ECOM
ORD006366,,,-1.0,,,CARD,Christchurch,,NZ,,267.46,7.51,SAVE10,Y,,,,invalid_date,ECOM
ORD007968,,PRD1156,2.0,,,,,South,,,,,DISC20,,,invalid_ts,2024-04-06,,
ORD003786,,,,1712.22,SHIPPED,UPI,,South,AU,,,215.3,DISC20,N,DELAY,2025-02-27 00:00:00,,invalid_date,APP
ORD001962,CUST04542,PRD1060,4.0,4071.44,DELIVERED,,Auckland,South,NZ,165.62,46.6,,SAVE10,Y,DELAY,,2025-04-29,,ECOM
ORD006620,CUST03015,PRD1003,-1.0,3557.71,,CARD,Wellington,North,,26.79,6.77,119.99,DISC20,,,,2024-05-26,invalid_date,ECOM
ORD001932,CUST01308,,,407.66,,,,South,NZ,,,37.13,SAVE10,,DELAY,invalid_ts,,invalid_date,
ORD005259,,PRD1135,3.0,3388.03,DELIVERED,UPI,Wellington,,,,,,SAVE10,Y,DAMAGED,2024-01-08 00:00:00,,invalid_date,
ORD003475,CUST00880,,,3790.65,CANCELLED,NETBANKING,,North,AU,194.06,175.26,,,,DAMAGED,invalid_ts,2024-07-10,2024-07-20,APP
ORD005124,,,1.0,,CANCELLED,,,South,,,69.19,,DISC20,N,DELAY,,2025-01-29,2025-01-31,
ORD004883,,,5.0,,DELIVERED,UPI,Christchurch,,NZ,,79.79,130.22,DISC20,Y,,2025-07-27 00:00:00,,,
ORD000347,,PRD1100,,817.11,SHIPPED,CARD,Auckland,South,,164.76,124.42,215.31,,Y,DAMAGED,,invalid_date,invalid_date,ECOM
ORD007173,CUST02976,PRD1071,,3724.64,,CARD,Auckland,South,,,,,SAVE10,Y,DELAY,invalid_ts,invalid_date,,ECOM
ORD005747,CUST02204,PRD1175,,2755.26,CANCELLED,NETBANKING,Wellington,,AU,125.06,265.5,,,,DELAY,2025-04-17 00:00:00,,2024-10-22,ECOM
ORD003475,CUST02279,PRD1005,3.0,1475.56,DELIVERED,CARD,Auckland,South,AU,137.49,,,DISC20,N,DELAY,,2024-08-19,,ECOM
ORD000417,CUST04413,,4.0,,CANCELLED,UPI,Christchurch,South,NZ,106.43,,225.9,,Y,,invalid_ts,invalid_date,2024-08-20,APP
ORD000004,CUST03314,PRD1027,,,CANCELLED,UPI,,,AU,,,,,N,,invalid_ts,2024-06-01,invalid_date,
ORD001552,CUST04956,,5.0,,,CARD,Auckland,South,AU,83.42,,,DISC20,,DAMAGED,,invalid_date,2025-04-22,APP
ORD004158,CUST01213,PRD1151,3.0,,CANCELLED,NETBANKING,,North,NZ,133.62,,193.6,SAVE10,,,2025-01-04 00:00:00,,2024-11-26,APP
ORD001591,,,,4830.25,,NETBANKING,Auckland,South,AU,,104.44,,SAVE10,N,DELAY,2025-11-18 00:00:00,2024-09-12,invalid_date,APP
ORD007970,CUST00328,,2.0,4069.83,,,Christchurch,North,AU,,,149.96,SAVE10,Y,DELAY,invalid_ts,invalid_date,2025-09-12,APP
ORD001969,,,-1.0,,,UPI,,,,192.48,,265.4,DISC20,,DELAY,,,,
ORD001120,,PRD1055,,3208.43,,CARD,,North,AU,92.63,24.78,,DISC20,,,,invalid_date,,ECOM
ORD004756,,,-1.0,4161.58,DELIVERED,NETBANKING,Auckland,,,,31.62,,DISC20,N,DAMAGED,invalid_ts,,,APP
ORD007709,CUST00882,PRD1105,5.0,,PLACED,NETBANKING,Auckland,,,3.09,,,DISC20,Y,,invalid_ts,,2025-05-26,ECOM
ORD002252,CUST01174,PRD1009,-1.0,,PLACED,UPI,Auckland,South,AU,,234.65,,SAVE10,Y,,2025-07-04 00:00:00,invalid_date,,
ORD004127,CUST01293,,4.0,2884.19,CANCELLED,CARD,Christchurch,South,NZ,,291.65,,SAVE10,,DELAY,2024-01-15 00:00:00,2024-06-12,invalid_date,
ORD006775,,PRD1130,,3408.65,CANCELLED,CARD,Christchurch,,AU,,27.72,186.46,SAVE10,Y,DAMAGED,2025-06-16 00:00:00,,invalid_date,
ORD001061,,PRD1085,5.0,,DELIVERED,CARD,Christchurch,North,,,117.59,225.01,SAVE10,,DAMAGED,invalid_ts,2024-03-27,invalid_date,ECOM
ORD001805,,,,,SHIPPED,,Auckland,,,168.65,,158.58,,,,,2024-01-13,2024-01-11,
ORD006803,CUST04267,,3.0,,,NETBANKING,Christchurch,,,77.05,,64.34,SAVE10,N,DELAY,,,2024-07-29,ECOM
ORD002955,CUST00556,,5.0,,DELIVERED,NETBANKING,Auckland,South,NZ,188.12,,,DISC20,N,DAMAGED,,invalid_date,invalid_date,
ORD000978,CUST03618,PRD1134,-1.0,,DELIVERED,CARD,,South,,,,,,N,DELAY,2025-04-01 00:00:00,,,APP
ORD006560,CUST03642,PRD1125,1.0,,PLACED,UPI,,North,NZ,151.42,42.71,,DISC20,N,DELAY,,,2024-09-21,ECOM
ORD003913,,,-1.0,,DELIVERED,CARD,Wellington,North,AU,92.87,,34.77,SAVE10,Y,,,,,
ORD003977,CUST00619,PRD1027,5.0,3206.3,CANCELLED,,,North,AU,,,233.81,SAVE10,Y,DAMAGED,,,invalid_date,ECOM
ORD005317,CUST01602,,3.0,862.24,DELIVERED,,Wellington,North,AU,179.67,53.14,,,,DAMAGED,,2025-09-27,invalid_date,APP
ORD001859,,PRD1053,,,CANCELLED,,,North,AU,150.63,81.34,,SAVE10,,DELAY,,,,
ORD004037,,,,2108.57,,NETBANKING,Christchurch,South,NZ,,,26.46,SAVE10,N,,,2025-03-23,invalid_date,APP
ORD007299,,,5.0,,SHIPPED,UPI,,,NZ,32.26,89.09,,SAVE10,N,DAMAGED,2024-07-10 00:00:00,invalid_date,invalid_date,
ORD004164,CUST00634,PRD1040,3.0,4313.16,,,,South,,,,215.96,SAVE10,N,,,,2024-01-15,
ORD005391,CUST00424,PRD1182,,3338.66,CANCELLED,UPI,Christchurch,South,,,195.06,91.97,SAVE10,Y,DAMAGED,,2025-10-09,,
ORD000905,,,,,,,,South,AU,,,,DISC20,,DELAY,2025-10-29 00:00:00,invalid_date,2024-08-22,APP
ORD002777,CUST00127,PRD1033,,682.01,DELIVERED,UPI,Wellington,,AU,98.46,51.53,,,,DAMAGED,invalid_ts,,,ECOM
ORD000873,CUST00242,PRD1110,-1.0,,SHIPPED,NETBANKING,Christchurch,South,NZ,152.76,,,,N,DELAY,2025-02-06 00:00:00,2024-02-10,invalid_date,
ORD004304,CUST00473,PRD1021,4.0,1452.51,PLACED,UPI,,North,,22.8,26.11,155.28,,Y,DELAY,2025-01-30 00:00:00,2025-07-05,2025-03-29,APP
ORD002148,CUST04470,,,4977.7,,NETBANKING,Wellington,,AU,101.19,,,SAVE10,,DELAY,,,2024-01-07,ECOM
ORD007494,CUST03460,,,4901.58,DELIVERED,CARD,Christchurch,,,143.16,30.69,,,N,DELAY,,2025-05-23,2024-05-23,APP
ORD004640,,PRD1189,-1.0,302.75,PLACED,NETBANKING,Auckland,North,,,,,SAVE10,,DAMAGED,2024-10-25 00:00:00,,2024-01-17,
ORD002025,,PRD1109,4.0,126.48,,,,North,,36.06,204.97,,DISC20,,DAMAGED,2024-10-05 00:00:00,invalid_date,invalid_date,
ORD004944,CUST03255,PRD1160,,4906.42,,,,South,,113.23,,,,,DELAY,,invalid_date,invalid_date,APP
ORD007134,CUST02221,PRD1131,5.0,,CANCELLED,UPI,Wellington,North,AU,,227.02,47.74,DISC20,,,2024-02-26 00:00:00,invalid_date,2024-04-03,ECOM
ORD005539,CUST01430,,-1.0,,DELIVERED,NETBANKING,Auckland,North,AU,,185.18,,DISC20,Y,,,,,ECOM
ORD005774,,PRD1100,-1.0,3064.12,,,Christchurch,,,112.41,170.01,,,Y,DAMAGED,,2025-03-12,2025-04-01,ECOM
ORD003434,,PRD1010,,2114.57,DELIVERED,,Wellington,South,AU,,,140.77,,,DELAY,2024-01-22 00:00:00,,2025-09-04,
ORD005052,,PRD1078,,2591.42,CANCELLED,,Auckland,North,AU,84.19,,295.53,,,DELAY,invalid_ts,,,
ORD007885,,,-1.0,,,UPI,Wellington,,NZ,,,,SAVE10,,DELAY,invalid_ts,,invalid_date,
ORD004372,,PRD1194,4.0,,,CARD,Christchurch,South,NZ,,,,SAVE10,N,DAMAGED,invalid_ts,2025-01-30,,APP
ORD007793,,,3.0,4919.47,SHIPPED,NETBANKING,Auckland,South,AU,82.42,,206.78,SAVE10,,DAMAGED,,,invalid_date,ECOM
ORD007382,CUST00574,PRD1002,3.0,,SHIPPED,UPI,Auckland,North,NZ,48.6,,228.33,SAVE10,Y,,invalid_ts,invalid_date,,
ORD007552,CUST02377,PRD1178,4.0,,CANCELLED,NETBANKING,Christchurch,,,,,144.11,SAVE10,Y,DAMAGED,invalid_ts,2025-07-15,2024-04-29,
ORD000024,,,5.0,,,UPI,,North,NZ,,,57.16,DISC20,,DELAY,2025-11-04 00:00:00,2024-07-24,invalid_date,ECOM
ORD006018,CUST03361,PRD1052,-1.0,1732.16,SHIPPED,NETBANKING,Christchurch,,AU,,,112.46,DISC20,,DAMAGED,2024-05-30 00:00:00,,,ECOM
ORD000456,CUST03378,PRD1105,,,DELIVERED,CARD,Wellington,,NZ,,266.25,283.34,SAVE10,N,,2024-07-26 00:00:00,2024-07-19,,APP
ORD000926,,,,,SHIPPED,CARD,Auckland,South,NZ,,165.77,94.76,DISC20,Y,,,invalid_date,invalid_date,
ORD004720,,PRD1096,1.0,,DELIVERED,CARD,Wellington,North,AU,,19.74,,,N,DELAY,2025-09-27 00:00:00,,,ECOM
ORD007569,CUST00094,PRD1071,,4244.69,SHIPPED,NETBANKING,Christchurch,,AU,83.2,,208.28,,N,,2024-11-09 00:00:00,invalid_date,,ECOM
ORD006025,CUST03768,PRD1102,-1.0,4113.22,,NETBANKING,Wellington,,,125.04,77.78,295.66,DISC20,,,invalid_ts,,invalid_date,ECOM
ORD000481,CUST00925,,,,,CARD,,North,AU,,99.32,,,N,DAMAGED,,invalid_date,2024-10-15,ECOM
ORD007762,CUST02905,,-1.0,2940.5,SHIPPED,,Wellington,,AU,17.33,,150.75,DISC20,N,DAMAGED,,,2025-11-16,
ORD001754,CUST04196,PRD1070,,1797.0,SHIPPED,NETBANKING,Auckland,South,,140.43,82.27,89.22,,N,DELAY,,2025-03-30,2024-01-08,
ORD001094,,PRD1199,5.0,,SHIPPED,CARD,Christchurch,,AU,,267.22,,DISC20,Y,,2025-10-09 00:00:00,invalid_date,invalid_date,ECOM
ORD003614,,,5.0,493.17,CANCELLED,CARD,Auckland,,NZ,,263.93,163.04,,Y,DELAY,invalid_ts,invalid_date,2024-06-12,ECOM
ORD001119,,PRD1182,,1063.12,CANCELLED,CARD,Christchurch,South,NZ,,,263.83,DISC20,,DAMAGED,2025-02-25 00:00:00,2024-07-23,2025-01-03,APP
ORD007712,CUST04178,PRD1134,,2081.98,DELIVERED,UPI,Wellington,South,,,293.58,,DISC20,N,DELAY,2024-06-22 00:00:00,2024-03-25,2024-11-18,
ORD003679,,PRD1177,2.0,3097.27,,NETBANKING,,South,NZ,114.81,129.74,,,,DELAY,,2024-10-04,,APP
ORD007618,,PRD1098,,,DELIVERED,UPI,,,,,,164.04,DISC20,,DELAY,,invalid_date,invalid_date,ECOM
ORD001394,CUST00049,,4.0,4772.81,DELIVERED,UPI,Christchurch,South,AU,199.35,,133.79,DISC20,Y,,,2025-05-06,invalid_date,ECOM
ORD007402,,,-1.0,,PLACED,,Auckland,North,AU,37.23,,,SAVE10,,DAMAGED,,2025-06-22,invalid_date,APP
ORD003175,,PRD1029,-1.0,,,CARD,Auckland,,NZ,,270.75,,,N,DAMAGED,2024-08-05 00:00:00,,2024-07-20,
ORD000544,CUST03726,PRD1034,4.0,,DELIVERED,NETBANKING,,South,NZ,,213.47,174.27,SAVE10,N,DELAY,invalid_ts,invalid_date,invalid_date,APP
ORD006978,,PRD1026,,,,NETBANKING,,,AU,,221.58,176.41,DISC20,,,,2025-03-18,invalid_date,ECOM
ORD003670,,,-1.0,,PLACED,CARD,,North,AU,45.18,283.28,,DISC20,Y,DELAY,2024-06-13 00:00:00,2024-03-11,2024-10-10,APP
ORD004238,,,-1.0,,CANCELLED,NETBANKING,Wellington,South,,,,239.11,DISC20,Y,DAMAGED,2024-11-29 00:00:00,invalid_date,2024-12-18,
ORD006441,CUST04975,PRD1118,5.0,2449.67,CANCELLED,,Auckland,South,AU,95.55,167.77,,DISC20,Y,DELAY,invalid_ts,2024-02-23,,ECOM
ORD004655,,PRD1127,,4499.15,SHIPPED,NETBANKING,,South,,90.62,,34.84,DISC20,,DAMAGED,2024-12-07 00:00:00,,2024-06-28,
ORD006553,,PRD1143,-1.0,4023.14,SHIPPED,UPI,Wellington,,NZ,,54.32,,,,,invalid_ts,invalid_date,invalid_date,ECOM
ORD005837,CUST00465,PRD1056,,3287.24,CANCELLED,NETBANKING,,,NZ,174.57,,187.81,,Y,DAMAGED,,2025-06-20,,
ORD006208,CUST03741,PRD1144,5.0,3065.62,PLACED,,Christchurch,,NZ,,,278.69,,,DELAY,invalid_ts,invalid_date,2024-06-05,APP
ORD006664,,PRD1005,,,DELIVERED,NETBANKING,,North,NZ,41.69,,,,Y,,2025-08-18 00:00:00,invalid_date,,ECOM
ORD004132,CUST04732,PRD1042,,2213.75,PLACED,NETBANKING,,,AU,,84.94,,SAVE10,Y,,invalid_ts,invalid_date,invalid_date,ECOM
ORD006503,,PRD1008,1.0,4239.41,,UPI,Christchurch,North,AU,,176.11,188.18,DISC20,Y,DAMAGED,invalid_ts,invalid_date,2025-10-08,
ORD005629,,,,3182.17,DELIVERED,CARD,Auckland,,NZ,,125.08,,,N,DAMAGED,2024-01-18 00:00:00,invalid_date,invalid_date,ECOM
ORD006196,,,,4593.12,CANCELLED,,Christchurch,South,NZ,173.96,,,SAVE10,N,,invalid_ts,,2025-06-12,APP
ORD000145,,,5.0,671.39,,NETBANKING,Wellington,,AU,0.38,,,,N,,2025-10-09 00:00:00,invalid_date,2024-03-23,ECOM
ORD001053,,PRD1086,,3859.67,PLACED,NETBANKING,Wellington,,NZ,,260.52,71.7,,Y,,2024-04-14 00:00:00,2025-11-09,,APP
ORD001545,CUST02175,,,,DELIVERED,CARD,Auckland,North,NZ,,,96.28,SAVE10,,,,2025-08-07,2024-10-07,APP
ORD000100,,PRD1175,-1.0,,CANCELLED,,Christchurch,North,NZ,128.51,,42.9,DISC20,Y,,invalid_ts,,invalid_date,APP
ORD007800,CUST03701,,,,SHIPPED,NETBANKING,,North,AU,,,261.7,,,DELAY,,2024-07-31,2024-10-28,
ORD006101,CUST00791,PRD1047,2.0,1548.06,SHIPPED,,Wellington,South,NZ,100.37,114.13,,,,,2024-10-08 00:00:00,invalid_date,,APP
ORD001193,,,3.0,549.13,DELIVERED,CARD,,,,20.77,,46.37,DISC20,Y,DELAY,,invalid_date,invalid_date,ECOM
ORD000396,,PRD1021,-1.0,,PLACED,,Wellington,,,,50.2,,,Y,,,invalid_date,2025-11-10,ECOM
ORD001614,,PRD1157,-1.0,,DELIVERED,,Christchurch,,AU,195.3,164.48,,SAVE10,N,DAMAGED,invalid_ts,2024-11-12,invalid_date,ECOM
ORD004372,CUST00185,,-1.0,4350.05,,,Wellington,North,AU,,,197.68,DISC20,,DAMAGED,2024-08-28 00:00:00,invalid_date,,APP
