store_id,store_name,city,state,country,store_type,manager_id,open_date,close_date,store_size_sqft,no_of_staff,rent_cost,revenue_target,is_active,renovation_flag,last_renovation_date,latitude,longitude,load_date,source_system
STR005,Store_3021,,,,Physical,,invalid_date,2025-11-11,7875.0,,19375.72,201751.95,N,,2025-01-13,,40.089111,invalid_date,CRM
STR030,Store_3022,,North,,Physical,MGR477,invalid_date,invalid_date,,,7808.23,,,,2024-05-16,45.18266,,invalid_date,ERP
STR019,Store_3023,Christchurch,,AU,Ecommerce,MGR178,,2024-02-10,,18.0,31438.57,,N,Y,2025-08-20,,18.924898,,ERP
STR002,Store_3024,Wellington,South,,Physical,MGR471,2025-11-25,2024-09-01,,,15884.53,117526.77,,Y,invalid_date,,176.820215,2025-07-22,ERP
STR002,Store_3025,,North,AU,Ecommerce,,,invalid_date,7077.0,42.0,,,N,Y,,,,,ERP
STR006,Store_3026,Hamilton,,,Ecommerce,MGR231,invalid_date,invalid_date,,30.0,,104892.11,Y,N,,,116.622978,invalid_date,ERP
STR027,,,,,,,2025-05-10,2024-02-19,1527.0,27.0,,182694.89,Y,Y,2024-09-28,-47.209911,,invalid_date,ERP
STR004,Store_3028,Christchurch,North,NZ,Physical,MGR382,invalid_date,invalid_date,,,49366.48,,,Y,,-46.28728,,invalid_date,
STR010,Store_3029,Wellington,,AU,Ecommerce,,,,8021.0,,,,N,N,invalid_date,-7.503976,-174.415642,invalid_date,
STR009,Store_3030,Wellington,South,AU,Ecommerce,,invalid_date,2025-03-17,,,,,Y,Y,invalid_date,,-149.970073,2025-02-07,CRM
STR001,Store_3031,Auckland,North,NZ,,,2024-10-15,invalid_date,,39.0,26570.32,,Y,,,8.020517,,2024-11-18,
STR021,,Christchurch,,NZ,Ecommerce,MGR255,2025-11-11,invalid_date,,,,152264.57,Y,Y,invalid_date,-72.879544,,,CRM
STR028,Store_3033,Christchurch,,AU,Ecommerce,MGR158,invalid_date,2025-01-24,6596.0,7.0,20468.8,,Y,,,-44.875279,,,
STR021,,,South,,Ecommerce,MGR90,,invalid_date,9032.0,,39697.95,,N,,,,127.506403,invalid_date,
STR016,,,,NZ,Ecommerce,MGR471,2024-10-19,invalid_date,,,,,N,Y,invalid_date,,,2025-07-08,CRM
STR017,Store_3036,Wellington,North,NZ,Ecommerce,,invalid_date,invalid_date,,9.0,31639.98,,,N,2024-05-14,22.436983,,,
STR027,Store_3037,Auckland,North,,Physical,MGR293,invalid_date,invalid_date,,22.0,37951.09,396937.86,,N,invalid_date,41.477661,,,
STR013,Store_3038,Hamilton,South,NZ,Physical,,invalid_date,invalid_date,,,,398319.36,N,N,,-86.213195,-159.950145,2025-07-12,CRM
STR018,Store_3039,Hamilton,South,NZ,Physical,MGR434,invalid_date,2024-05-18,9325.0,,37303.48,114840.18,N,N,,-81.804574,,invalid_date,ERP
STR012,Store_3040,Wellington,South,AU,,MGR267,invalid_date,2025-02-11,8276.0,,1810.86,,Y,N,2025-08-13,50.058795,,invalid_date,CRM
STR026,Store_3041,Auckland,South,,Ecommerce,,,2025-02-18,,10.0,32417.9,498829.65,,N,2024-08-07,81.809052,,2024-10-06,CRM
STR026,,,South,,,,invalid_date,,7496.0,,9617.36,,Y,N,,,,2024-11-08,ERP
STR001,Store_3043,Auckland,,,Physical,MGR470,,2024-10-21,2086.0,,,,N,Y,,43.735261,75.862103,2024-11-19,ERP
STR025,,Auckland,North,,,,invalid_date,,6048.0,23.0,,,Y,Y,2024-01-18,26.121066,,invalid_date,
STR018,Store_3045,Christchurch,,NZ,Physical,,,,,,28307.4,,,,2025-09-28,17.0783,,,
STR022,Store_3046,Christchurch,,,Ecommerce,,,,,,,,N,N,2024-03-04,-67.455707,,2025-06-21,ERP
STR012,,,North,,,,2025-05-14,,4125.0,,,,Y,N,,,-130.468364,2024-10-10,
STR005,,Wellington,,NZ,Physical,,invalid_date,2025-04-25,,5.0,,,,,2025-05-05,-36.091072,32.203583,invalid_date,CRM
STR026,Store_3049,,South,,,MGR12,,invalid_date,,47.0,,449800.45,,N,,-32.153797,44.222101,invalid_date,CRM
STR014,,Auckland,North,,Ecommerce,MGR269,2024-07-08,invalid_date,,,39918.58,341146.05,N,N,invalid_date,34.79628,75.322106,,
STR013,,Hamilton,,NZ,,,,invalid_date,,,,117955.85,Y,,,85.294022,120.280815,2025-09-24,ERP
STR027,,Auckland,North,NZ,Ecommerce,,2025-04-26,2024-08-26,9685.0,18.0,,,Y,N,invalid_date,,,2024-03-11,CRM
STR021,Store_3053,Hamilton,North,NZ,Physical,MGR233,,,2805.0,,,268865.29,N,Y,,,-151.780957,,CRM
STR009,Store_3054,,South,NZ,,MGR76,,2024-09-22,,,,,Y,Y,invalid_date,-85.238343,-99.640217,invalid_date,ERP
STR022,,,,,Ecommerce,,invalid_date,,9857.0,8.0,,398205.01,Y,,2024-05-27,,,,CRM
STR002,,Wellington,,,Ecommerce,MGR236,,2025-01-27,7028.0,,35697.59,249531.97,Y,N,,,-65.825547,,CRM
STR026,,,,AU,Ecommerce,MGR103,invalid_date,2024-05-10,,12.0,15836.26,438395.57,,Y,2024-01-14,-36.18712,,2024-03-13,ERP
STR016,Store_3058,Hamilton,South,AU,Ecommerce,,,,,37.0,,346494.9,N,,,,,invalid_date,ERP
STR006,Store_3059,Wellington,,NZ,Physical,,,invalid_date,,,,,Y,N,2025-01-28,12.884435,-62.280867,2025-02-27,CRM
STR005,,Christchurch,,,Ecommerce,MGR469,,2024-04-13,,19.0,28514.13,369905.63,Y,N,2025-04-24,73.12346,62.561747,2025-03-04,ERP
STR011,Store_3061,Christchurch,South,,Physical,,,invalid_date,4416.0,20.0,,,N,Y,invalid_date,53.608808,,2025-11-30,CRM
STR019,Store_3062,Auckland,South,AU,Ecommerce,,invalid_date,invalid_date,,,,420794.48,N,N,invalid_date,,,,ERP
STR012,Store_3063,Wellington,,,Ecommerce,MGR32,,,7780.0,,49551.91,,,,invalid_date,-44.24999,,2024-05-13,ERP
STR025,,Hamilton,,AU,,MGR463,,2024-07-25,7373.0,9.0,,280682.72,,N,2025-10-01,,,invalid_date,
STR001,Store_3065,Auckland,South,NZ,Ecommerce,,invalid_date,,,,,,,,invalid_date,79.576827,,,CRM
STR002,,Christchurch,,,,MGR78,invalid_date,,,8.0,21178.78,,N,,2024-03-23,7.830125,,,CRM
STR024,,Hamilton,North,,,,invalid_date,2025-11-15,,,39142.91,376782.2,Y,N,invalid_date,46.009138,,invalid_date,ERP
STR025,Store_3068,Wellington,North,NZ,Ecommerce,,2025-04-07,,,,,,N,Y,,-19.633577,146.324868,,CRM
STR030,Store_3069,,South,,Physical,MGR419,,2025-08-15,3740.0,30.0,17601.24,373166.83,,N,invalid_date,,166.573507,2025-08-13,
STR013,,Christchurch,North,NZ,Physical,,,2025-07-09,,10.0,,344789.34,N,,2025-09-04,,,2025-02-23,CRM
STR029,Store_3071,Christchurch,,NZ,Ecommerce,,,2025-04-18,,20.0,24406.12,307797.2,,N,2025-01-24,-65.933327,102.693177,,CRM
STR007,Store_3072,Wellington,North,AU,Ecommerce,,invalid_date,invalid_date,,,,162268.75,Y,Y,,,141.99856,,
STR028,,Christchurch,South,,Ecommerce,MGR254,invalid_date,2024-08-31,8440.0,,21782.69,274073.11,Y,,,,,invalid_date,CRM
STR025,Store_3074,Wellington,South,AU,Physical,,invalid_date,invalid_date,4729.0,18.0,4804.45,,Y,,,,,2025-06-03,
STR006,,Auckland,South,NZ,Physical,MGR232,invalid_date,invalid_date,,,,,,,invalid_date,22.441659,,invalid_date,ERP
STR021,,Hamilton,South,,Physical,,,invalid_date,,36.0,16216.8,,Y,N,invalid_date,47.281451,,,CRM
STR007,,,South,AU,Ecommerce,,invalid_date,2024-05-22,,7.0,,297788.88,,Y,invalid_date,,,,ERP
STR027,,Hamilton,North,AU,Ecommerce,MGR493,2024-12-07,,,19.0,12979.78,,,Y,,56.156991,-117.923964,2024-11-14,
STR010,,Wellington,,AU,Ecommerce,MGR206,invalid_date,invalid_date,,,46732.96,183632.82,N,N,invalid_date,,,2024-07-13,
STR024,Store_3080,Wellington,North,,Ecommerce,MGR268,invalid_date,,,,49757.66,347689.82,,,,,166.229515,2025-07-04,CRM
STR027,Store_3081,Hamilton,South,AU,,MGR349,2024-07-20,,,,31603.5,,Y,N,,,-14.56458,2025-04-15,
STR013,,,South,NZ,Ecommerce,,invalid_date,2024-01-28,,7.0,,,N,Y,invalid_date,,-70.958083,,CRM
STR023,Store_3083,Christchurch,,,Ecommerce,,invalid_date,,1216.0,30.0,,141221.46,Y,N,,,,,ERP
STR020,,Wellington,South,,Ecommerce,,,invalid_date,5249.0,23.0,,,N,N,2025-10-10,-89.226336,,,ERP
STR014,Store_3085,Hamilton,North,NZ,Ecommerce,,,2025-07-09,7441.0,,,238420.77,Y,N,invalid_date,,,2025-09-15,ERP
STR005,Store_3086,Auckland,South,,Ecommerce,,invalid_date,,,,,329435.55,,,2025-09-09,-56.081904,,invalid_date,CRM
STR022,,Auckland,North,,,MGR317,,invalid_date,,,,233524.09,Y,N,,,90.219232,,
STR007,Store_3088,,North,AU,,MGR323,invalid_date,,3749.0,,6184.3,355053.05,Y,Y,2024-06-20,,-96.469762,invalid_date,CRM
STR028,,Hamilton,North,NZ,,MGR93,,invalid_date,8995.0,5.0,,105487.48,Y,N,,4.771328,,invalid_date,CRM
STR008,Store_3090,Christchurch,South,NZ,Physical,MGR241,invalid_date,2024-04-03,,,36435.91,398171.04,,N,,40.360062,-1.289871,invalid_date,ERP
STR030,,Wellington,North,,Physical,,2025-05-19,2025-01-28,,34.0,,299574.84,,,invalid_date,35.932943,,2024-04-25,
STR007,,Hamilton,North,AU,Ecommerce,MGR172,2025-10-27,2024-08-09,3542.0,8.0,33470.26,152565.31,,N,,,74.495935,invalid_date,
STR018,,,South,NZ,Physical,MGR2,2025-08-16,2024-08-16,,,49774.37,,N,Y,,-10.37907,41.63699,,
STR020,Store_3094,Auckland,,,Physical,MGR116,invalid_date,2024-08-16,,25.0,3556.63,,N,N,invalid_date,,-30.778212,2025-06-08,ERP
STR004,,Christchurch,North,,,,invalid_date,2025-04-17,,49.0,32897.03,105106.38,,Y,,-53.793887,-174.690365,,
STR012,,,South,,Physical,MGR396,2024-04-01,2024-08-15,7067.0,49.0,43802.33,,Y,Y,invalid_date,,,2025-04-05,CRM
STR012,,Wellington,,,Ecommerce,MGR83,invalid_date,invalid_date,,,39862.16,,,N,invalid_date,87.994767,-37.043845,,ERP
STR029,,Hamilton,,NZ,Ecommerce,,2024-03-10,2025-01-14,2804.0,38.0,,396498.72,,,invalid_date,40.26124,-48.831276,invalid_date,ERP
STR028,,,North,AU,,,,invalid_date,,,,460903.24,Y,,invalid_date,-8.194469,12.142183,2024-10-31,ERP
STR025,Store_3100,Auckland,South,NZ,,MGR474,,,4298.0,,46822.47,,N,,2024-07-07,,-113.552617,2024-07-25,ERP
STR030,Store_3101,,,,Physical,MGR192,2024-11-19,,,32.0,6018.53,248578.45,N,N,,,,2025-05-26,
STR016,Store_3102,Christchurch,South,AU,,MGR204,invalid_date,invalid_date,,10.0,,,N,N,invalid_date,,108.287829,2024-07-02,CRM
STR024,,,South,,Physical,MGR74,2025-03-03,,9082.0,12.0,,,Y,,2025-08-20,-55.295825,,invalid_date,
STR023,Store_3104,Auckland,,NZ,Physical,,invalid_date,invalid_date,9552.0,,,458744.06,,Y,,,,2024-10-21,CRM
STR004,,Christchurch,,,,MGR288,2024-01-28,invalid_date,,,,342811.87,N,,,,59.424946,invalid_date,ERP
STR015,,Hamilton,North,,,,invalid_date,invalid_date,,,45611.61,168115.47,,N,,,147.845301,,
STR020,Store_3107,Christchurch,South,AU,Ecommerce,MGR1,2024-01-29,,6839.0,26.0,,496215.87,,,2025-11-01,-5.169027,,,
STR027,Store_3108,Hamilton,,,Physical,,invalid_date,invalid_date,,43.0,9928.32,,Y,,,,,,CRM
STR015,Store_3109,,North,,,,2025-10-03,invalid_date,3698.0,20.0,,491479.63,Y,,,,133.900648,2024-03-31,ERP
STR005,,Auckland,,AU,,MGR175,,invalid_date,7910.0,,,,Y,Y,,11.275836,77.14442,,CRM
STR006,Store_3111,Auckland,North,NZ,Physical,MGR284,2024-05-30,invalid_date,,,25498.21,,,N,,-65.202159,,invalid_date,CRM
STR002,,Auckland,South,AU,Physical,MGR129,invalid_date,invalid_date,4426.0,,48842.27,421326.33,,N,,,58.361006,2024-08-15,ERP
STR018,Store_3113,Hamilton,South,,Physical,MGR244,invalid_date,invalid_date,,,48603.63,393830.42,Y,,invalid_date,65.482643,,,
STR004,Store_3114,Hamilton,,NZ,,,,invalid_date,,19.0,20365.35,,Y,N,,,-84.986303,,ERP
STR030,,Hamilton,South,NZ,,MGR21,2025-02-21,2024-08-07,,,15493.53,,Y,N,,1.340438,83.272166,2024-06-02,CRM
STR025,Store_3116,Auckland,North,NZ,,,2025-10-05,2024-10-19,,,,,,Y,invalid_date,,-102.276958,invalid_date,ERP
STR013,Store_3117,Auckland,South,AU,Ecommerce,MGR256,invalid_date,invalid_date,,,,263986.1,N,,2024-03-19,-13.706744,55.866495,invalid_date,ERP
STR015,Store_3118,Christchurch,,,Physical,,invalid_date,2024-06-25,,,,292809.58,Y,Y,2025-01-13,-7.859433,170.36741,2024-12-06,ERP
STR020,Store_3119,Auckland,,,Ecommerce,MGR336,,2024-01-01,,37.0,20182.5,204945.24,N,N,2024-08-05,,,,
STR012,Store_3120,Hamilton,,,,,2024-05-08,2025-11-17,,,,257493.06,,,,62.413694,-83.970182,invalid_date,
STR026,Store_3121,Auckland,North,NZ,Physical,MGR209,2025-02-14,2025-02-26,,,15251.39,385706.6,N,Y,,-71.501034,115.612818,2024-08-31,CRM
STR003,,Christchurch,South,,Ecommerce,MGR200,2025-04-12,,,35.0,,,N,,2025-07-05,,0.162061,invalid_date,CRM
STR016,,Wellington,South,NZ,,MGR466,2024-07-17,2025-10-04,4826.0,,31645.0,412631.35,N,N,,,,,CRM
STR014,Store_3124,,North,AU,,MGR272,invalid_date,,,,26952.96,293889.52,Y,N,,,-44.134226,,ERP
STR018,,Auckland,North,,,MGR287,invalid_date,,8451.0,25.0,26200.42,,N,,,21.922478,21.146422,,
STR002,Store_3126,Wellington,,,Physical,,invalid_date,,1031.0,,,158719.27,,Y,,,,invalid_date,CRM
STR020,,Wellington,North,,,MGR225,,2024-12-09,,37.0,,,,N,,-51.368906,115.002918,2025-03-12,ERP
STR014,,,North,AU,,MGR345,invalid_date,,7960.0,,,368353.13,N,Y,invalid_date,-63.043708,167.805567,,ERP
STR013,,Hamilton,South,NZ,,,2025-01-19,invalid_date,,,34356.12,349641.1,Y,Y,,21.050323,,2025-08-28,ERP
STR010,,,South,NZ,Ecommerce,,,2024-02-24,1790.0,,5950.79,216601.4,N,Y,2024-12-27,,,invalid_date,
STR014,Store_3131,Hamilton,South,AU,Ecommerce,MGR283,2025-09-18,,2929.0,,,,,Y,,,47.602594,2025-06-12,CRM
STR015,,Hamilton,South,AU,Physical,,invalid_date,,6226.0,22.0,14194.33,339878.98,N,N,,,-36.988676,invalid_date,CRM
STR016,,,,,Ecommerce,,,invalid_date,9239.0,,2835.08,,Y,Y,,,,2024-06-30,ERP
STR026,Store_3134,Hamilton,,NZ,,,,2024-04-13,3956.0,,,,Y,,2024-10-23,,91.608611,2024-08-23,ERP
STR024,Store_3135,,North,AU,Ecommerce,,invalid_date,2025-02-24,,,46965.01,243314.47,,,,25.441102,,,CRM
STR012,Store_3136,,,AU,Physical,,invalid_date,,2705.0,43.0,,390962.98,,N,,-11.997243,-79.212984,invalid_date,ERP
STR001,,,,,Ecommerce,,,invalid_date,8480.0,49.0,,273952.7,N,N,,,,invalid_date,
STR029,,Hamilton,South,AU,Physical,,invalid_date,2024-08-08,,38.0,48417.47,,N,,invalid_date,,-52.75622,invalid_date,ERP
STR013,,Auckland,South,,Physical,,invalid_date,,3591.0,15.0,,,,N,2024-05-23,-65.161683,-165.353899,invalid_date,
STR016,,Christchurch,North,NZ,Physical,MGR177,invalid_date,2024-02-01,,14.0,,,Y,,2024-05-04,,,,CRM
STR026,,Christchurch,,AU,Physical,,invalid_date,2025-02-09,5613.0,24.0,,,Y,,2025-07-27,,-174.407831,invalid_date,ERP
STR005,,Christchurch,South,,Ecommerce,,2024-12-02,invalid_date,8926.0,,30034.8,329753.19,,N,2025-05-18,-58.945653,40.602513,2024-02-24,ERP
STR011,,Auckland,South,NZ,Ecommerce,,,2025-09-28,9793.0,10.0,,,N,N,,-52.89083,,invalid_date,ERP
STR001,Store_3144,Wellington,,,Physical,MGR479,2025-02-28,2024-06-28,2683.0,,11921.29,294336.17,N,,,,-113.769906,,CRM
STR013,,Wellington,South,NZ,,,2025-03-29,2025-08-09,5560.0,6.0,,,Y,N,,,,invalid_date,CRM
STR025,Store_3146,Hamilton,,,Ecommerce,,,2025-11-02,7211.0,10.0,8974.84,,Y,N,,,175.296925,invalid_date,ERP
STR027,Store_3147,Auckland,North,NZ,Physical,MGR125,2025-07-22,invalid_date,2140.0,7.0,,374627.52,N,Y,2024-10-11,,,invalid_date,
STR028,,Auckland,North,NZ,Ecommerce,,,invalid_date,6449.0,,,175525.06,N,Y,2025-11-30,,,2024-06-29,ERP
STR018,,Christchurch,North,AU,Physical,MGR272,,2025-01-01,,48.0,30759.15,,N,,2024-03-17,,103.935208,2025-10-11,ERP
STR028,Store_3150,Wellington,,NZ,Ecommerce,MGR282,,,,,42327.0,131169.47,Y,N,2025-03-22,24.253575,32.22082,,CRM
STR029,Store_3151,,North,NZ,,MGR100,invalid_date,invalid_date,,14.0,,146298.57,Y,Y,invalid_date,,128.054378,2025-05-24,CRM
STR015,,Auckland,South,AU,Ecommerce,,,invalid_date,,,38492.67,,,Y,invalid_date,,,,
STR005,Store_3153,Christchurch,South,,Physical,MGR124,,invalid_date,9655.0,47.0,,146802.41,Y,Y,2024-11-12,-8.821762,145.742008,2024-06-01,
STR001,,Hamilton,South,AU,Physical,,2024-08-21,,,,,,Y,,2025-07-20,,,invalid_date,
STR017,Store_3155,Auckland,,AU,Ecommerce,,invalid_date,invalid_date,5399.0,9.0,,365729.7,Y,,invalid_date,-16.076448,,invalid_date,
STR026,,Auckland,,AU,,,invalid_date,invalid_date,,40.0,6085.25,,N,N,2025-08-05,16.9988,,,
STR023,,,,AU,Ecommerce,MGR223,,invalid_date,1967.0,41.0,30911.57,161090.05,N,,2025-03-30,,,invalid_date,
STR002,,Wellington,,,Physical,MGR239,,,7643.0,8.0,11741.19,,N,Y,2024-04-24,75.304765,-146.977356,,CRM
STR013,Store_3159,Hamilton,,NZ,,,,2024-01-06,1475.0,36.0,,468602.87,,N,invalid_date,-61.398395,,invalid_date,
STR015,Store_3160,Hamilton,,AU,Ecommerce,,,invalid_date,2246.0,11.0,2194.63,470418.88,,Y,,75.704968,-171.081022,,CRM
STR015,Store_3161,Auckland,North,NZ,Physical,,,2024-03-04,4223.0,,,142201.6,,,invalid_date,17.411242,,,CRM
STR011,,,,NZ,,,,,,,,221813.91,N,N,invalid_date,31.768118,97.297987,,CRM
STR003,Store_3163,Hamilton,,,Ecommerce,,2024-06-05,invalid_date,,,,,N,N,,-71.064415,,invalid_date,
STR002,Store_3164,Christchurch,North,NZ,,,invalid_date,2024-11-15,,29.0,36609.9,,,Y,,,,2025-07-25,ERP
STR024,Store_3165,Hamilton,South,AU,Ecommerce,MGR476,invalid_date,,,46.0,40722.95,,,,invalid_date,29.508429,22.95567,invalid_date,CRM
STR020,Store_3166,Auckland,North,AU,,,,2025-06-09,8718.0,,26500.93,257016.32,,Y,invalid_date,-28.396003,61.895583,,ERP
STR016,,Hamilton,North,AU,Ecommerce,,2024-05-07,,,,,,Y,,,,93.90133,invalid_date,CRM
STR003,Store_3168,Hamilton,,,,,2025-06-16,,6873.0,49.0,16524.46,,,,,36.040881,-55.394824,invalid_date,ERP
STR030,,Wellington,,AU,Ecommerce,MGR318,invalid_date,,,,9707.07,267875.72,N,Y,invalid_date,,,,ERP
STR030,Store_3170,Auckland,,NZ,,MGR1,,,,,4795.35,340821.13,,Y,invalid_date,11.635033,126.528324,,ERP
STR019,Store_3171,Auckland,South,AU,,,2025-07-29,2024-02-14,4030.0,45.0,,,Y,,invalid_date,-37.131174,,invalid_date,
STR001,Store_3172,Auckland,North,NZ,Ecommerce,,invalid_date,invalid_date,,,,412465.1,,Y,2025-03-30,,,,CRM
STR018,,Hamilton,North,AU,Ecommerce,MGR150,,,1177.0,17.0,10930.55,115710.22,N,Y,,,-44.433086,,CRM
STR012,Store_3174,Wellington,,NZ,,,invalid_date,2025-09-28,,39.0,31272.99,,N,Y,2025-11-25,,,,
STR024,,Hamilton,,NZ,Physical,,,,,,39911.5,156196.17,N,,,67.859792,135.695459,invalid_date,CRM
STR027,Store_3176,Wellington,South,AU,Ecommerce,MGR367,invalid_date,2025-10-09,,,5049.31,,,N,2025-11-01,,,,
STR024,,Auckland,,AU,,MGR53,,invalid_date,1510.0,,,,,,invalid_date,,,2025-01-11,
STR018,Store_3178,Hamilton,South,NZ,,MGR253,invalid_date,2024-01-26,9891.0,,36214.75,406261.75,N,Y,invalid_date,,,invalid_date,CRM
STR004,Store_3179,Hamilton,,NZ,Ecommerce,MGR4,,,7400.0,39.0,,212826.87,,N,,,,,ERP
STR028,,Christchurch,South,,,MGR464,invalid_date,invalid_date,,,,,N,,invalid_date,,,,CRM
STR008,Store_3181,Hamilton,,AU,,,2025-07-31,,9226.0,,16087.74,,Y,,,,170.400087,,CRM
STR002,,Wellington,North,AU,,MGR165,2024-06-26,,9385.0,44.0,,,N,Y,2024-06-29,39.584872,46.378081,2025-03-26,CRM
STR001,Store_3183,Auckland,South,AU,,,,2025-11-19,,,,360099.28,N,,2025-08-22,,,invalid_date,
STR002,,Auckland,,AU,,MGR243,invalid_date,invalid_date,,,,,N,,invalid_date,33.598952,118.379915,2025-11-15,CRM
STR013,,Christchurch,South,,,MGR436,2024-11-30,2025-03-05,7378.0,21.0,,346476.82,N,,invalid_date,27.139128,,invalid_date,ERP
STR015,Store_3186,Hamilton,South,,,,,,,,,209508.23,N,,2024-10-27,,,2025-02-17,
STR030,Store_3187,Hamilton,,,Ecommerce,MGR420,invalid_date,,,46.0,10242.3,246287.58,,Y,,-72.234387,-18.688131,invalid_date,CRM
STR011,Store_3188,Auckland,South,,Physical,,,invalid_date,,,45030.31,380255.11,N,N,,83.839262,-149.085963,invalid_date,CRM
STR008,Store_3189,Wellington,North,NZ,,MGR84,,2024-10-01,,,,391396.36,,Y,,,-169.38353,,ERP
STR019,Store_3190,Christchurch,South,NZ,Ecommerce,MGR115,,invalid_date,,18.0,,196645.72,Y,N,,,,,CRM
STR030,Store_3191,Hamilton,South,NZ,Physical,MGR383,invalid_date,invalid_date,,,1528.05,173493.66,Y,,invalid_date,15.758938,,invalid_date,CRM
STR001,,Christchurch,South,AU,Physical,,,,3859.0,49.0,45511.22,,,N,invalid_date,-52.16732,,invalid_date,CRM
STR004,Store_3193,Hamilton,South,,Ecommerce,,invalid_date,2025-06-20,9850.0,8.0,,100904.92,Y,N,,-71.668402,8.219214,invalid_date,
STR016,,Christchurch,,NZ,Ecommerce,,invalid_date,,,,,,Y,,invalid_date,,,2025-06-14,CRM
STR002,,,North,AU,Ecommerce,MGR244,2025-07-28,2024-06-30,8444.0,,,,Y,,,,93.398169,2025-09-09,ERP
STR017,,Auckland,South,,,,2025-07-22,2024-04-06,2029.0,31.0,,337504.96,Y,Y,,,,,
STR014,Store_3197,Wellington,North,,Ecommerce,MGR214,,2024-11-16,,,,,N,Y,invalid_date,-5.813415,,2024-04-18,CRM
STR025,,,South,,,,,,1614.0,,9252.9,,Y,Y,2025-08-30,,,invalid_date,CRM
STR014,,,,AU,Ecommerce,MGR229,2024-08-22,invalid_date,,37.0,5450.03,,N,N,invalid_date,,43.217208,invalid_date,ERP
STR021,Store_3200,Auckland,,,Ecommerce,MGR5,,2024-02-11,1569.0,,3962.41,,Y,,invalid_date,-53.354955,,invalid_date,ERP
STR016,,Hamilton,South,,Physical,MGR239,2024-10-10,invalid_date,,,,,N,,2025-02-06,-48.425868,-70.527295,invalid_date,CRM
STR025,Store_3202,Auckland,South,,Physical,,,invalid_date,9578.0,37.0,,464435.65,N,Y,invalid_date,,-25.061109,,ERP
STR007,,Christchurch,South,NZ,,,,2025-08-05,4359.0,,,327269.65,N,,,,-139.610911,invalid_date,CRM
STR012,,Wellington,,AU,Physical,,,2025-04-10,,,,,,,,,10.532362,,
STR023,Store_3205,Christchurch,North,,,,invalid_date,2024-07-29,,32.0,24051.35,111886.9,N,,,-48.564072,,2024-07-04,
STR004,,,South,AU,Ecommerce,,,invalid_date,4299.0,32.0,5388.55,392485.08,N,Y,invalid_date,61.943697,,,CRM
STR024,Store_3207,,North,NZ,,MGR70,2024-05-18,2025-05-20,,,,,Y,,invalid_date,,-143.505538,2025-02-03,
STR002,,Christchurch,,NZ,,MGR161,invalid_date,2025-05-18,,32.0,31766.65,269224.15,,,,,,,
STR006,,Hamilton,South,AU,,MGR196,2024-08-24,2024-12-15,1044.0,25.0,,227725.34,N,N,,-45.926641,-5.252902,invalid_date,
STR009,,Hamilton,North,,,,invalid_date,2025-08-29,6524.0,,,,,N,2025-09-27,-1.695914,134.23356,,
STR022,,Hamilton,South,AU,,MGR225,2024-11-18,2024-10-16,8148.0,,39824.39,,Y,Y,,-60.663589,,invalid_date,CRM
STR010,Store_3212,Hamilton,,AU,Physical,MGR274,invalid_date,2025-08-27,,,,,,N,,,,2024-11-26,CRM
STR003,,Auckland,North,,Physical,,,invalid_date,5149.0,,28392.13,,Y,Y,,,18.301292,,CRM
STR003,,Wellington,,NZ,Physical,MGR310,invalid_date,invalid_date,,,,,,,2024-01-05,,87.008003,invalid_date,ERP
STR026,Store_3215,Hamilton,,NZ,Physical,,,invalid_date,,17.0,,301777.86,Y,N,invalid_date,-17.399755,98.249863,2024-07-28,
STR002,,Christchurch,,,Physical,MGR30,invalid_date,invalid_date,8771.0,30.0,,,Y,Y,,3.930027,,invalid_date,ERP
STR023,,Auckland,North,NZ,Physical,,invalid_date,invalid_date,4349.0,,,,N,Y,2024-08-18,,-118.034218,invalid_date,ERP
STR006,Store_3218,,North,NZ,Ecommerce,,,invalid_date,,43.0,,336145.24,,N,invalid_date,,-40.302803,,
STR027,,Hamilton,North,,,,2025-08-06,,5603.0,,38458.43,,N,N,,72.089816,-100.812225,2024-04-11,ERP
STR017,,Christchurch,South,,Ecommerce,,2025-10-23,,6826.0,,,,Y,N,,,,,CRM
STR012,,Auckland,,,,MGR376,2025-05-24,invalid_date,2937.0,,30194.34,127735.87,Y,N,invalid_date,-18.981941,,,
STR006,,,North,NZ,Physical,MGR68,2025-07-14,invalid_date,,15.0,28143.77,413170.1,N,Y,2025-04-17,-29.462139,,2024-04-02,
STR008,,Christchurch,South,AU,,,invalid_date,2024-03-23,,31.0,24028.0,,Y,,,,,2025-08-08,CRM
STR026,Store_3224,Christchurch,,,,,2025-02-11,invalid_date,8550.0,45.0,30046.64,,Y,,,60.149808,,2024-09-01,ERP
STR019,,Wellington,North,AU,Ecommerce,MGR181,2024-02-01,2025-07-14,2137.0,,5825.04,,,,invalid_date,,-121.936874,invalid_date,
STR019,,Hamilton,North,,Ecommerce,MGR262,2024-12-31,,,49.0,20155.63,320605.44,Y,,invalid_date,,,,CRM
STR025,,Christchurch,,AU,Ecommerce,MGR304,invalid_date,2025-03-26,5126.0,,23701.99,226618.52,N,,,-15.108636,,,
STR011,Store_3228,Christchurch,North,,Physical,,invalid_date,,,11.0,,241236.75,,N,2025-06-16,-60.139464,147.507169,,ERP
